times[s],height[m],height_up[m],height_down[m],velocity[m/s],capillary_force[N],viscous_force[N],gravity_force[N],friction_force[N],Reynolds_Number,Fluid_Number,Weber_Number
6.400000e-01,4.523830e-02,4.236691e-02,4.671432e-02,2.016260e-02,1.094104e-04,-2.292412e-05,-8.618731e-05,-3.232415e-07,1.003129e+01,4.083599e-01,1.444692e-03
6.410000e-01,4.525842e-02,4.238075e-02,4.674007e-02,2.012105e-02,1.094104e-04,-2.288705e-05,-8.622565e-05,-3.219107e-07,1.001062e+01,4.075184e-01,1.438744e-03
6.420000e-01,4.527850e-02,4.239455e-02,4.676579e-02,2.007962e-02,1.094104e-04,-2.285006e-05,-8.626390e-05,-3.205864e-07,9.990011e+00,4.066793e-01,1.432826e-03
6.430000e-01,4.529854e-02,4.240831e-02,4.679147e-02,2.003831e-02,1.094104e-04,-2.281314e-05,-8.630208e-05,-3.192687e-07,9.969458e+00,4.058427e-01,1.426936e-03
6.440000e-01,4.531854e-02,4.242203e-02,4.681711e-02,1.999711e-02,1.094104e-04,-2.277629e-05,-8.634018e-05,-3.179574e-07,9.948964e+00,4.050084e-01,1.421075e-03
6.450000e-01,4.533849e-02,4.243572e-02,4.684271e-02,1.995604e-02,1.094104e-04,-2.273952e-05,-8.637820e-05,-3.166525e-07,9.928528e+00,4.041765e-01,1.415244e-03
6.460000e-01,4.535841e-02,4.244936e-02,4.686826e-02,1.991508e-02,1.094104e-04,-2.270282e-05,-8.641614e-05,-3.153540e-07,9.908151e+00,4.033469e-01,1.409440e-03
6.470000e-01,4.537828e-02,4.246297e-02,4.689378e-02,1.987424e-02,1.094104e-04,-2.266619e-05,-8.645400e-05,-3.140619e-07,9.887831e+00,4.025198e-01,1.403665e-03
6.480000e-01,4.539812e-02,4.247654e-02,4.691926e-02,1.983351e-02,1.094104e-04,-2.262963e-05,-8.649179e-05,-3.127761e-07,9.867570e+00,4.016949e-01,1.397918e-03
6.490000e-01,4.541791e-02,4.249007e-02,4.694470e-02,1.979290e-02,1.094104e-04,-2.259314e-05,-8.652950e-05,-3.114966e-07,9.847366e+00,4.008725e-01,1.392200e-03
6.500000e-01,4.543766e-02,4.250356e-02,4.697011e-02,1.975241e-02,1.094104e-04,-2.255672e-05,-8.656713e-05,-3.102233e-07,9.827219e+00,4.000523e-01,1.386509e-03
6.510000e-01,4.545737e-02,4.251701e-02,4.699547e-02,1.971203e-02,1.094104e-04,-2.252037e-05,-8.660469e-05,-3.089563e-07,9.807130e+00,3.992345e-01,1.380846e-03
6.520000e-01,4.547705e-02,4.253043e-02,4.702079e-02,1.967177e-02,1.094104e-04,-2.248410e-05,-8.664217e-05,-3.076954e-07,9.787097e+00,3.984190e-01,1.375211e-03
6.530000e-01,4.549668e-02,4.254381e-02,4.704608e-02,1.963161e-02,1.094104e-04,-2.244789e-05,-8.667957e-05,-3.064406e-07,9.767121e+00,3.976058e-01,1.369603e-03
6.540000e-01,4.551627e-02,4.255715e-02,4.707132e-02,1.959158e-02,1.094104e-04,-2.241176e-05,-8.671689e-05,-3.051919e-07,9.747201e+00,3.967949e-01,1.364022e-03
6.550000e-01,4.553582e-02,4.257045e-02,4.709653e-02,1.955165e-02,1.094104e-04,-2.237569e-05,-8.675414e-05,-3.039493e-07,9.727338e+00,3.959863e-01,1.358468e-03
6.560000e-01,4.555533e-02,4.258372e-02,4.712170e-02,1.951184e-02,1.094104e-04,-2.233970e-05,-8.679132e-05,-3.027128e-07,9.707531e+00,3.951800e-01,1.352941e-03
6.570000e-01,4.557481e-02,4.259695e-02,4.714683e-02,1.947214e-02,1.094104e-04,-2.230377e-05,-8.682841e-05,-3.014822e-07,9.687779e+00,3.943759e-01,1.347441e-03
6.580000e-01,4.559424e-02,4.261014e-02,4.717192e-02,1.943255e-02,1.094104e-04,-2.226792e-05,-8.686544e-05,-3.002575e-07,9.668083e+00,3.935741e-01,1.341968e-03
6.590000e-01,4.561363e-02,4.262330e-02,4.719698e-02,1.939307e-02,1.094104e-04,-2.223213e-05,-8.690238e-05,-2.990388e-07,9.648442e+00,3.927745e-01,1.336521e-03
6.600000e-01,4.563298e-02,4.263642e-02,4.722199e-02,1.935371e-02,1.094104e-04,-2.219642e-05,-8.693926e-05,-2.978260e-07,9.628856e+00,3.919772e-01,1.331100e-03
6.610000e-01,4.565230e-02,4.264950e-02,4.724697e-02,1.931445e-02,1.094104e-04,-2.216077e-05,-8.697605e-05,-2.966190e-07,9.609325e+00,3.911821e-01,1.325706e-03
6.620000e-01,4.567157e-02,4.266255e-02,4.727191e-02,1.927530e-02,1.094104e-04,-2.212519e-05,-8.701278e-05,-2.954178e-07,9.589849e+00,3.903893e-01,1.320337e-03
6.630000e-01,4.569081e-02,4.267556e-02,4.729681e-02,1.923627e-02,1.094104e-04,-2.208968e-05,-8.704943e-05,-2.942224e-07,9.570427e+00,3.895986e-01,1.314995e-03
6.640000e-01,4.571001e-02,4.268853e-02,4.732168e-02,1.919734e-02,1.094104e-04,-2.205424e-05,-8.708600e-05,-2.930328e-07,9.551059e+00,3.888102e-01,1.309678e-03
6.650000e-01,4.572917e-02,4.270147e-02,4.734650e-02,1.915852e-02,1.094104e-04,-2.201887e-05,-8.712250e-05,-2.918489e-07,9.531745e+00,3.880240e-01,1.304386e-03
6.660000e-01,4.574829e-02,4.271437e-02,4.737129e-02,1.911980e-02,1.094104e-04,-2.198357e-05,-8.715893e-05,-2.906706e-07,9.512485e+00,3.872399e-01,1.299120e-03
6.670000e-01,4.576737e-02,4.272724e-02,4.739605e-02,1.908120e-02,1.094104e-04,-2.194833e-05,-8.719528e-05,-2.894981e-07,9.493279e+00,3.864581e-01,1.293880e-03
6.680000e-01,4.578641e-02,4.274007e-02,4.742076e-02,1.904270e-02,1.094104e-04,-2.191316e-05,-8.723156e-05,-2.883311e-07,9.474126e+00,3.856784e-01,1.288664e-03
6.690000e-01,4.580541e-02,4.275286e-02,4.744544e-02,1.900431e-02,1.094104e-04,-2.187806e-05,-8.726777e-05,-2.871697e-07,9.455026e+00,3.849008e-01,1.283473e-03
6.700000e-01,4.582438e-02,4.276562e-02,4.747008e-02,1.896603e-02,1.094104e-04,-2.184303e-05,-8.730390e-05,-2.860139e-07,9.435978e+00,3.841255e-01,1.278307e-03
6.710000e-01,4.584331e-02,4.277834e-02,4.749468e-02,1.892785e-02,1.094104e-04,-2.180806e-05,-8.733996e-05,-2.848635e-07,9.416984e+00,3.833522e-01,1.273166e-03
6.720000e-01,4.586220e-02,4.279103e-02,4.751925e-02,1.888978e-02,1.094104e-04,-2.177317e-05,-8.737595e-05,-2.837187e-07,9.398042e+00,3.825811e-01,1.268050e-03
6.730000e-01,4.588105e-02,4.280368e-02,4.754377e-02,1.885181e-02,1.094104e-04,-2.173833e-05,-8.741187e-05,-2.825793e-07,9.379153e+00,3.818122e-01,1.262957e-03
6.740000e-01,4.589986e-02,4.281630e-02,4.756827e-02,1.881395e-02,1.094104e-04,-2.170357e-05,-8.744771e-05,-2.814454e-07,9.360315e+00,3.810453e-01,1.257889e-03
6.750000e-01,4.591864e-02,4.282889e-02,4.759272e-02,1.877619e-02,1.094104e-04,-2.166887e-05,-8.748348e-05,-2.803168e-07,9.341530e+00,3.802806e-01,1.252845e-03
6.760000e-01,4.593738e-02,4.284143e-02,4.761714e-02,1.873853e-02,1.094104e-04,-2.163424e-05,-8.751918e-05,-2.791936e-07,9.322796e+00,3.795179e-01,1.247825e-03
6.770000e-01,4.595608e-02,4.285395e-02,4.764152e-02,1.870098e-02,1.094104e-04,-2.159968e-05,-8.755481e-05,-2.780758e-07,9.304113e+00,3.787574e-01,1.242829e-03
6.780000e-01,4.597474e-02,4.286643e-02,4.766587e-02,1.866354e-02,1.094104e-04,-2.156518e-05,-8.759037e-05,-2.769632e-07,9.285482e+00,3.779990e-01,1.237857e-03
6.790000e-01,4.599337e-02,4.287887e-02,4.769018e-02,1.862619e-02,1.094104e-04,-2.153075e-05,-8.762586e-05,-2.758559e-07,9.266902e+00,3.772426e-01,1.232908e-03
6.800000e-01,4.601196e-02,4.289128e-02,4.771445e-02,1.858895e-02,1.094104e-04,-2.149638e-05,-8.766127e-05,-2.747539e-07,9.248373e+00,3.764883e-01,1.227982e-03
6.810000e-01,4.603051e-02,4.290365e-02,4.773869e-02,1.855181e-02,1.094104e-04,-2.146208e-05,-8.769662e-05,-2.736571e-07,9.229894e+00,3.757361e-01,1.223080e-03
6.820000e-01,4.604902e-02,4.291600e-02,4.776289e-02,1.851477e-02,1.094104e-04,-2.142785e-05,-8.773189e-05,-2.725654e-07,9.211466e+00,3.749859e-01,1.218201e-03
6.830000e-01,4.606750e-02,4.292830e-02,4.778705e-02,1.847783e-02,1.094104e-04,-2.139368e-05,-8.776709e-05,-2.714789e-07,9.193089e+00,3.742377e-01,1.213345e-03
6.840000e-01,4.608594e-02,4.294058e-02,4.781118e-02,1.844099e-02,1.094104e-04,-2.135957e-05,-8.780223e-05,-2.703975e-07,9.174761e+00,3.734917e-01,1.208512e-03
6.850000e-01,4.610435e-02,4.295282e-02,4.783528e-02,1.840425e-02,1.094104e-04,-2.132553e-05,-8.783729e-05,-2.693212e-07,9.156483e+00,3.727476e-01,1.203702e-03
6.860000e-01,4.612272e-02,4.296502e-02,4.785933e-02,1.836761e-02,1.094104e-04,-2.129156e-05,-8.787228e-05,-2.682500e-07,9.138255e+00,3.720056e-01,1.198914e-03
6.870000e-01,4.614105e-02,4.297719e-02,4.788335e-02,1.833108e-02,1.094104e-04,-2.125765e-05,-8.790721e-05,-2.671838e-07,9.120077e+00,3.712655e-01,1.194149e-03
6.880000e-01,4.615934e-02,4.298933e-02,4.790734e-02,1.829464e-02,1.094104e-04,-2.122380e-05,-8.794206e-05,-2.661226e-07,9.101947e+00,3.705275e-01,1.189406e-03
6.890000e-01,4.617760e-02,4.300144e-02,4.793129e-02,1.825830e-02,1.094104e-04,-2.119002e-05,-8.797685e-05,-2.650664e-07,9.083867e+00,3.697915e-01,1.184685e-03
6.900000e-01,4.619582e-02,4.301351e-02,4.795521e-02,1.822205e-02,1.094104e-04,-2.115631e-05,-8.801156e-05,-2.640152e-07,9.065836e+00,3.690575e-01,1.179987e-03
6.910000e-01,4.621401e-02,4.302555e-02,4.797909e-02,1.818591e-02,1.094104e-04,-2.112266e-05,-8.804621e-05,-2.629689e-07,9.047854e+00,3.683254e-01,1.175310e-03
6.920000e-01,4.623216e-02,4.303756e-02,4.800293e-02,1.814986e-02,1.094104e-04,-2.108907e-05,-8.808079e-05,-2.619274e-07,9.029920e+00,3.675954e-01,1.170656e-03
6.930000e-01,4.625027e-02,4.304953e-02,4.802674e-02,1.811391e-02,1.094104e-04,-2.105554e-05,-8.811530e-05,-2.608909e-07,9.012035e+00,3.668673e-01,1.166023e-03
6.940000e-01,4.626835e-02,4.306147e-02,4.805051e-02,1.807806e-02,1.094104e-04,-2.102208e-05,-8.814974e-05,-2.598591e-07,8.994197e+00,3.661412e-01,1.161412e-03
6.950000e-01,4.628639e-02,4.307338e-02,4.807425e-02,1.804231e-02,1.094104e-04,-2.098868e-05,-8.818412e-05,-2.588322e-07,8.976408e+00,3.654170e-01,1.156822e-03
6.960000e-01,4.630440e-02,4.308525e-02,4.809796e-02,1.800665e-02,1.094104e-04,-2.095535e-05,-8.821842e-05,-2.578101e-07,8.958667e+00,3.646948e-01,1.152254e-03
6.970000e-01,4.632237e-02,4.309709e-02,4.812163e-02,1.797108e-02,1.094104e-04,-2.092208e-05,-8.825266e-05,-2.567927e-07,8.940973e+00,3.639745e-01,1.147707e-03
6.980000e-01,4.634031e-02,4.310890e-02,4.814526e-02,1.793561e-02,1.094104e-04,-2.088887e-05,-8.828683e-05,-2.557801e-07,8.923327e+00,3.632561e-01,1.143181e-03
6.990000e-01,4.635821e-02,4.312068e-02,4.816886e-02,1.790024e-02,1.094104e-04,-2.085573e-05,-8.832094e-05,-2.547722e-07,8.905728e+00,3.625397e-01,1.138676e-03
7.000000e-01,4.637607e-02,4.313243e-02,4.819243e-02,1.786496e-02,1.094104e-04,-2.082265e-05,-8.835497e-05,-2.537689e-07,8.888176e+00,3.618252e-01,1.134192e-03
7.010000e-01,4.639390e-02,4.314414e-02,4.821596e-02,1.782978e-02,1.094104e-04,-2.078963e-05,-8.838894e-05,-2.527703e-07,8.870671e+00,3.611126e-01,1.129729e-03
7.020000e-01,4.641169e-02,4.315582e-02,4.823946e-02,1.779469e-02,1.094104e-04,-2.075667e-05,-8.842284e-05,-2.517764e-07,8.853213e+00,3.604019e-01,1.125287e-03
7.030000e-01,4.642945e-02,4.316747e-02,4.826292e-02,1.775969e-02,1.094104e-04,-2.072377e-05,-8.845668e-05,-2.507870e-07,8.835801e+00,3.596931e-01,1.120865e-03
7.040000e-01,4.644718e-02,4.317909e-02,4.828635e-02,1.772479e-02,1.094104e-04,-2.069094e-05,-8.849045e-05,-2.498022e-07,8.818436e+00,3.589862e-01,1.116464e-03
7.050000e-01,4.646487e-02,4.319067e-02,4.830974e-02,1.768998e-02,1.094104e-04,-2.065817e-05,-8.852415e-05,-2.488220e-07,8.801117e+00,3.582811e-01,1.112082e-03
7.060000e-01,4.648252e-02,4.320222e-02,4.833310e-02,1.765526e-02,1.094104e-04,-2.062546e-05,-8.855779e-05,-2.478463e-07,8.783844e+00,3.575780e-01,1.107722e-03
7.070000e-01,4.650015e-02,4.321375e-02,4.835643e-02,1.762063e-02,1.094104e-04,-2.059281e-05,-8.859136e-05,-2.468751e-07,8.766617e+00,3.568767e-01,1.103381e-03
7.080000e-01,4.651773e-02,4.322524e-02,4.837972e-02,1.758610e-02,1.094104e-04,-2.056023e-05,-8.862486e-05,-2.459083e-07,8.749436e+00,3.561773e-01,1.099060e-03
7.090000e-01,4.653528e-02,4.323670e-02,4.840298e-02,1.755166e-02,1.094104e-04,-2.052770e-05,-8.865830e-05,-2.449461e-07,8.732300e+00,3.554797e-01,1.094759e-03
7.100000e-01,4.655280e-02,4.324813e-02,4.842620e-02,1.751730e-02,1.094104e-04,-2.049524e-05,-8.869167e-05,-2.439882e-07,8.715209e+00,3.547840e-01,1.090478e-03
7.110000e-01,4.657028e-02,4.325952e-02,4.844940e-02,1.748304e-02,1.094104e-04,-2.046283e-05,-8.872498e-05,-2.430348e-07,8.698164e+00,3.540901e-01,1.086217e-03
7.120000e-01,4.658773e-02,4.327089e-02,4.847255e-02,1.744887e-02,1.094104e-04,-2.043049e-05,-8.875823e-05,-2.420857e-07,8.681164e+00,3.533980e-01,1.081975e-03
7.130000e-01,4.660515e-02,4.328223e-02,4.849568e-02,1.741479e-02,1.094104e-04,-2.039821e-05,-8.879140e-05,-2.411410e-07,8.664209e+00,3.527078e-01,1.077753e-03
7.140000e-01,4.662253e-02,4.329353e-02,4.851877e-02,1.738080e-02,1.094104e-04,-2.036599e-05,-8.882452e-05,-2.402006e-07,8.647298e+00,3.520194e-01,1.073550e-03
7.150000e-01,4.663987e-02,4.330480e-02,4.854182e-02,1.734690e-02,1.094104e-04,-2.033383e-05,-8.885757e-05,-2.392645e-07,8.630432e+00,3.513328e-01,1.069366e-03
7.160000e-01,4.665719e-02,4.331605e-02,4.856485e-02,1.731309e-02,1.094104e-04,-2.030173e-05,-8.889055e-05,-2.383327e-07,8.613610e+00,3.506480e-01,1.065202e-03
7.170000e-01,4.667447e-02,4.332726e-02,4.858784e-02,1.727937e-02,1.094104e-04,-2.026969e-05,-8.892347e-05,-2.374051e-07,8.596833e+00,3.499650e-01,1.061056e-03
7.180000e-01,4.669171e-02,4.333844e-02,4.861080e-02,1.724574e-02,1.094104e-04,-2.023771e-05,-8.895633e-05,-2.364818e-07,8.580099e+00,3.492838e-01,1.056929e-03
7.190000e-01,4.670892e-02,4.334959e-02,4.863372e-02,1.721219e-02,1.094104e-04,-2.020579e-05,-8.898912e-05,-2.355627e-07,8.563409e+00,3.486044e-01,1.052822e-03
7.200000e-01,4.672610e-02,4.336072e-02,4.865661e-02,1.717873e-02,1.094104e-04,-2.017393e-05,-8.902185e-05,-2.346478e-07,8.546763e+00,3.479268e-01,1.048733e-03
7.210000e-01,4.674325e-02,4.337181e-02,4.867947e-02,1.714536e-02,1.094104e-04,-2.014213e-05,-8.905451e-05,-2.337371e-07,8.530161e+00,3.472509e-01,1.044662e-03
7.220000e-01,4.676036e-02,4.338287e-02,4.870230e-02,1.711208e-02,1.094104e-04,-2.011039e-05,-8.908712e-05,-2.328305e-07,8.513602e+00,3.465768e-01,1.040610e-03
7.230000e-01,4.677744e-02,4.339390e-02,4.872509e-02,1.707888e-02,1.094104e-04,-2.007871e-05,-8.911965e-05,-2.319280e-07,8.497086e+00,3.459045e-01,1.036577e-03
7.240000e-01,4.679449e-02,4.340490e-02,4.874785e-02,1.704577e-02,1.094104e-04,-2.004709e-05,-8.915213e-05,-2.310297e-07,8.480613e+00,3.452339e-01,1.032562e-03
7.250000e-01,4.681150e-02,4.341587e-02,4.877058e-02,1.701275e-02,1.094104e-04,-2.001552e-05,-8.918454e-05,-2.301354e-07,8.464184e+00,3.445650e-01,1.028565e-03
7.260000e-01,4.682848e-02,4.342682e-02,4.879328e-02,1.697981e-02,1.094104e-04,-1.998402e-05,-8.921689e-05,-2.292451e-07,8.447797e+00,3.438980e-01,1.024586e-03
7.270000e-01,4.684543e-02,4.343773e-02,4.881594e-02,1.694696e-02,1.094104e-04,-1.995257e-05,-8.924918e-05,-2.283589e-07,8.431452e+00,3.432326e-01,1.020625e-03
7.280000e-01,4.686234e-02,4.344861e-02,4.883857e-02,1.691419e-02,1.094104e-04,-1.992118e-05,-8.928140e-05,-2.274767e-07,8.415150e+00,3.425690e-01,1.016682e-03
7.290000e-01,4.687922e-02,4.345947e-02,4.886117e-02,1.688151e-02,1.094104e-04,-1.988985e-05,-8.931357e-05,-2.265985e-07,8.398890e+00,3.419071e-01,1.012757e-03
7.300000e-01,4.689607e-02,4.347029e-02,4.888373e-02,1.684892e-02,1.094104e-04,-1.985858e-05,-8.934567e-05,-2.257242e-07,8.382673e+00,3.412469e-01,1.008850e-03
7.310000e-01,4.691289e-02,4.348108e-02,4.890627e-02,1.681640e-02,1.094104e-04,-1.982737e-05,-8.937770e-05,-2.248540e-07,8.366497e+00,3.405884e-01,1.004960e-03
7.320000e-01,4.692967e-02,4.349185e-02,4.892877e-02,1.678398e-02,1.094104e-04,-1.979622e-05,-8.940968e-05,-2.239876e-07,8.350363e+00,3.399316e-01,1.001088e-03
7.330000e-01,4.694642e-02,4.350259e-02,4.895124e-02,1.675163e-02,1.094104e-04,-1.976512e-05,-8.944160e-05,-2.231251e-07,8.334271e+00,3.392765e-01,9.972331e-04
7.340000e-01,4.696314e-02,4.351330e-02,4.897368e-02,1.671937e-02,1.094104e-04,-1.973408e-05,-8.947345e-05,-2.222665e-07,8.318221e+00,3.386231e-01,9.933957e-04
7.350000e-01,4.697983e-02,4.352398e-02,4.899608e-02,1.668719e-02,1.094104e-04,-1.970310e-05,-8.950524e-05,-2.214118e-07,8.302211e+00,3.379714e-01,9.895757e-04
7.360000e-01,4.699648e-02,4.353463e-02,4.901846e-02,1.665510e-02,1.094104e-04,-1.967217e-05,-8.953697e-05,-2.205609e-07,8.286243e+00,3.373214e-01,9.857727e-04
7.370000e-01,4.701311e-02,4.354525e-02,4.904080e-02,1.662308e-02,1.094104e-04,-1.964131e-05,-8.956864e-05,-2.197139e-07,8.270317e+00,3.366730e-01,9.819869e-04
7.380000e-01,4.702970e-02,4.355584e-02,4.906311e-02,1.659115e-02,1.094104e-04,-1.961050e-05,-8.960025e-05,-2.188706e-07,8.254431e+00,3.360263e-01,9.782180e-04
7.390000e-01,4.704626e-02,4.356641e-02,4.908539e-02,1.655930e-02,1.094104e-04,-1.957975e-05,-8.963180e-05,-2.180311e-07,8.238585e+00,3.353813e-01,9.744661e-04
7.400000e-01,4.706278e-02,4.357694e-02,4.910764e-02,1.652754e-02,1.094104e-04,-1.954905e-05,-8.966329e-05,-2.171954e-07,8.222781e+00,3.347379e-01,9.707309e-04
7.410000e-01,4.707928e-02,4.358745e-02,4.912986e-02,1.649585e-02,1.094104e-04,-1.951841e-05,-8.969472e-05,-2.163634e-07,8.207017e+00,3.340961e-01,9.670124e-04
7.420000e-01,4.709574e-02,4.359793e-02,4.915204e-02,1.646425e-02,1.094104e-04,-1.948783e-05,-8.972608e-05,-2.155352e-07,8.191293e+00,3.334561e-01,9.633106e-04
7.430000e-01,4.711218e-02,4.360838e-02,4.917420e-02,1.643273e-02,1.094104e-04,-1.945730e-05,-8.975739e-05,-2.147106e-07,8.175609e+00,3.328176e-01,9.596253e-04
7.440000e-01,4.712858e-02,4.361881e-02,4.919632e-02,1.640128e-02,1.094104e-04,-1.942683e-05,-8.978864e-05,-2.138897e-07,8.159966e+00,3.321808e-01,9.559565e-04
7.450000e-01,4.714495e-02,4.362920e-02,4.921841e-02,1.636992e-02,1.094104e-04,-1.939642e-05,-8.981983e-05,-2.130725e-07,8.144362e+00,3.315456e-01,9.523040e-04
7.460000e-01,4.716129e-02,4.363957e-02,4.924047e-02,1.633864e-02,1.094104e-04,-1.936606e-05,-8.985095e-05,-2.122589e-07,8.128799e+00,3.309120e-01,9.486678e-04
7.470000e-01,4.717759e-02,4.364991e-02,4.926250e-02,1.630743e-02,1.094104e-04,-1.933576e-05,-8.988202e-05,-2.114489e-07,8.113274e+00,3.302800e-01,9.450477e-04
7.480000e-01,4.719387e-02,4.366022e-02,4.928450e-02,1.627631e-02,1.094104e-04,-1.930552e-05,-8.991303e-05,-2.106426e-07,8.097790e+00,3.296497e-01,9.414438e-04
7.490000e-01,4.721012e-02,4.367051e-02,4.930647e-02,1.624527e-02,1.094104e-04,-1.927533e-05,-8.994398e-05,-2.098398e-07,8.082344e+00,3.290209e-01,9.378559e-04
7.500000e-01,4.722633e-02,4.368076e-02,4.932841e-02,1.621430e-02,1.094104e-04,-1.924519e-05,-8.997487e-05,-2.090406e-07,8.066938e+00,3.283937e-01,9.342839e-04
7.510000e-01,4.724251e-02,4.369099e-02,4.935032e-02,1.618341e-02,1.094104e-04,-1.921511e-05,-9.000571e-05,-2.082449e-07,8.051571e+00,3.277682e-01,9.307278e-04
7.520000e-01,4.725867e-02,4.370119e-02,4.937219e-02,1.615260e-02,1.094104e-04,-1.918509e-05,-9.003648e-05,-2.074528e-07,8.036243e+00,3.271442e-01,9.271874e-04
7.530000e-01,4.727479e-02,4.371137e-02,4.939404e-02,1.612187e-02,1.094104e-04,-1.915512e-05,-9.006720e-05,-2.066642e-07,8.020954e+00,3.265218e-01,9.236628e-04
7.540000e-01,4.729088e-02,4.372152e-02,4.941585e-02,1.609122e-02,1.094104e-04,-1.912521e-05,-9.009785e-05,-2.058790e-07,8.005703e+00,3.259009e-01,9.201537e-04
7.550000e-01,4.730694e-02,4.373164e-02,4.943764e-02,1.606064e-02,1.094104e-04,-1.909535e-05,-9.012845e-05,-2.050974e-07,7.990491e+00,3.252817e-01,9.166601e-04
7.560000e-01,4.732297e-02,4.374173e-02,4.945939e-02,1.603014e-02,1.094104e-04,-1.906555e-05,-9.015899e-05,-2.043192e-07,7.975317e+00,3.246640e-01,9.131819e-04
7.570000e-01,4.733897e-02,4.375180e-02,4.948111e-02,1.599972e-02,1.094104e-04,-1.903580e-05,-9.018947e-05,-2.035444e-07,7.960181e+00,3.240478e-01,9.097192e-04
7.580000e-01,4.735494e-02,4.376184e-02,4.950281e-02,1.596938e-02,1.094104e-04,-1.900610e-05,-9.021990e-05,-2.027730e-07,7.945084e+00,3.234332e-01,9.062716e-04
7.590000e-01,4.737088e-02,4.377185e-02,4.952447e-02,1.593911e-02,1.094104e-04,-1.897646e-05,-9.025026e-05,-2.020051e-07,7.930024e+00,3.228202e-01,9.028393e-04
7.600000e-01,4.738679e-02,4.378184e-02,4.954611e-02,1.590891e-02,1.094104e-04,-1.894688e-05,-9.028057e-05,-2.012405e-07,7.915003e+00,3.222087e-01,8.994221e-04
7.610000e-01,4.740267e-02,4.379180e-02,4.956771e-02,1.587880e-02,1.094104e-04,-1.891735e-05,-9.031083e-05,-2.004793e-07,7.900019e+00,3.215987e-01,8.960199e-04
7.620000e-01,4.741852e-02,4.380173e-02,4.958928e-02,1.584875e-02,1.094104e-04,-1.888787e-05,-9.034102e-05,-1.997214e-07,7.885073e+00,3.209902e-01,8.926327e-04
7.630000e-01,4.743433e-02,4.381164e-02,4.961083e-02,1.581879e-02,1.094104e-04,-1.885845e-05,-9.037116e-05,-1.989668e-07,7.870164e+00,3.203833e-01,8.892604e-04
7.640000e-01,4.745012e-02,4.382152e-02,4.963234e-02,1.578890e-02,1.094104e-04,-1.882908e-05,-9.040124e-05,-1.982156e-07,7.855292e+00,3.197779e-01,8.859028e-04
7.650000e-01,4.746588e-02,4.383137e-02,4.965382e-02,1.575908e-02,1.094104e-04,-1.879976e-05,-9.043126e-05,-1.974677e-07,7.840458e+00,3.191740e-01,8.825600e-04
7.660000e-01,4.748161e-02,4.384120e-02,4.967528e-02,1.572934e-02,1.094104e-04,-1.877050e-05,-9.046123e-05,-1.967230e-07,7.825660e+00,3.185717e-01,8.792318e-04
7.670000e-01,4.749731e-02,4.385100e-02,4.969670e-02,1.569967e-02,1.094104e-04,-1.874129e-05,-9.049114e-05,-1.959816e-07,7.810900e+00,3.179708e-01,8.759182e-04
7.680000e-01,4.751298e-02,4.386078e-02,4.971810e-02,1.567008e-02,1.094104e-04,-1.871213e-05,-9.052100e-05,-1.952435e-07,7.796176e+00,3.173714e-01,8.726191e-04
7.690000e-01,4.752862e-02,4.387052e-02,4.973946e-02,1.564056e-02,1.094104e-04,-1.868303e-05,-9.055079e-05,-1.945085e-07,7.781489e+00,3.167735e-01,8.693344e-04
7.700000e-01,4.754423e-02,4.388025e-02,4.976080e-02,1.561111e-02,1.094104e-04,-1.865398e-05,-9.058054e-05,-1.937768e-07,7.766839e+00,3.161771e-01,8.660641e-04
7.710000e-01,4.755981e-02,4.388995e-02,4.978211e-02,1.558174e-02,1.094104e-04,-1.862498e-05,-9.061022e-05,-1.930483e-07,7.752225e+00,3.155822e-01,8.628080e-04
7.720000e-01,4.757537e-02,4.389962e-02,4.980339e-02,1.555243e-02,1.094104e-04,-1.859604e-05,-9.063985e-05,-1.923229e-07,7.737647e+00,3.149888e-01,8.595661e-04
7.730000e-01,4.759089e-02,4.390926e-02,4.982463e-02,1.552321e-02,1.094104e-04,-1.856715e-05,-9.066943e-05,-1.916007e-07,7.723106e+00,3.143968e-01,8.563384e-04
7.740000e-01,4.760638e-02,4.391889e-02,4.984585e-02,1.549405e-02,1.094104e-04,-1.853831e-05,-9.069895e-05,-1.908817e-07,7.708600e+00,3.138063e-01,8.531247e-04
7.750000e-01,4.762185e-02,4.392848e-02,4.986704e-02,1.546497e-02,1.094104e-04,-1.850952e-05,-9.072841e-05,-1.901658e-07,7.694131e+00,3.132173e-01,8.499249e-04
7.760000e-01,4.763729e-02,4.393805e-02,4.988820e-02,1.543596e-02,1.094104e-04,-1.848078e-05,-9.075782e-05,-1.894530e-07,7.679697e+00,3.126297e-01,8.467391e-04
7.770000e-01,4.765269e-02,4.394760e-02,4.990934e-02,1.540702e-02,1.094104e-04,-1.845210e-05,-9.078717e-05,-1.887432e-07,7.665299e+00,3.120436e-01,8.435671e-04
7.780000e-01,4.766807e-02,4.395711e-02,4.993044e-02,1.537815e-02,1.094104e-04,-1.842347e-05,-9.081647e-05,-1.880366e-07,7.650937e+00,3.114589e-01,8.404089e-04
7.790000e-01,4.768342e-02,4.396661e-02,4.995151e-02,1.534935e-02,1.094104e-04,-1.839489e-05,-9.084571e-05,-1.873330e-07,7.636610e+00,3.108757e-01,8.372643e-04
