times[s],height[m],height_up[m],height_down[m],velocity[m/s],capillary_force[N],viscous_force[N],gravity_force[N],Reynolds_Number,Fluid_Number,Weber_Number
1.540000e-01,2.671535e-02,2.518423e-02,2.809077e-02,2.610542e-02,2.230531e-04,-1.752796e-05,-2.056254e-04,1.853485e-03,3.729346e-01,4.799246e-03
1.550000e-01,2.674114e-02,2.520118e-02,2.812687e-02,2.578297e-02,2.230531e-04,-1.732818e-05,-2.058240e-04,1.830591e-03,3.683282e-01,4.681421e-03
1.560000e-01,2.676662e-02,2.521787e-02,2.816261e-02,2.546512e-02,2.230531e-04,-1.713086e-05,-2.060201e-04,1.808024e-03,3.637874e-01,4.566707e-03
1.570000e-01,2.679179e-02,2.523431e-02,2.819799e-02,2.515178e-02,2.230531e-04,-1.693597e-05,-2.062137e-04,1.785776e-03,3.593111e-01,4.455013e-03
1.580000e-01,2.681664e-02,2.525050e-02,2.823302e-02,2.484286e-02,2.230531e-04,-1.674348e-05,-2.064050e-04,1.763843e-03,3.548980e-01,4.346252e-03
1.590000e-01,2.684119e-02,2.526644e-02,2.826769e-02,2.453830e-02,2.230531e-04,-1.655336e-05,-2.065940e-04,1.742219e-03,3.505472e-01,4.240340e-03
1.600000e-01,2.686544e-02,2.528214e-02,2.830202e-02,2.423802e-02,2.230531e-04,-1.636556e-05,-2.067806e-04,1.720900e-03,3.462574e-01,4.137195e-03
1.610000e-01,2.688939e-02,2.529760e-02,2.833602e-02,2.394194e-02,2.230531e-04,-1.618006e-05,-2.069650e-04,1.699878e-03,3.420278e-01,4.036737e-03
1.620000e-01,2.691305e-02,2.531283e-02,2.836967e-02,2.365000e-02,2.230531e-04,-1.599683e-05,-2.071471e-04,1.679150e-03,3.378571e-01,3.938891e-03
1.630000e-01,2.693642e-02,2.532782e-02,2.840299e-02,2.336212e-02,2.230531e-04,-1.581583e-05,-2.073270e-04,1.658710e-03,3.337445e-01,3.843581e-03
1.640000e-01,2.695951e-02,2.534259e-02,2.843599e-02,2.307823e-02,2.230531e-04,-1.563703e-05,-2.075047e-04,1.638554e-03,3.296890e-01,3.750737e-03
1.650000e-01,2.698232e-02,2.535714e-02,2.846866e-02,2.279826e-02,2.230531e-04,-1.546041e-05,-2.076803e-04,1.618677e-03,3.256895e-01,3.660287e-03
1.660000e-01,2.700485e-02,2.537147e-02,2.850101e-02,2.252216e-02,2.230531e-04,-1.528592e-05,-2.078537e-04,1.599073e-03,3.217451e-01,3.572166e-03
1.670000e-01,2.702711e-02,2.538558e-02,2.853304e-02,2.224985e-02,2.230531e-04,-1.511355e-05,-2.080250e-04,1.579739e-03,3.178550e-01,3.486308e-03
1.680000e-01,2.704910e-02,2.539948e-02,2.856476e-02,2.198127e-02,2.230531e-04,-1.494326e-05,-2.081943e-04,1.560670e-03,3.140181e-01,3.402648e-03
1.690000e-01,2.707083e-02,2.541318e-02,2.859617e-02,2.171636e-02,2.230531e-04,-1.477503e-05,-2.083615e-04,1.541861e-03,3.102337e-01,3.321128e-03
1.700000e-01,2.709229e-02,2.542666e-02,2.862728e-02,2.145505e-02,2.230531e-04,-1.460882e-05,-2.085267e-04,1.523309e-03,3.065008e-01,3.241685e-03
1.710000e-01,2.711349e-02,2.543995e-02,2.865808e-02,2.119730e-02,2.230531e-04,-1.444461e-05,-2.086899e-04,1.505008e-03,3.028186e-01,3.164264e-03
1.720000e-01,2.713445e-02,2.545303e-02,2.868859e-02,2.094304e-02,2.230531e-04,-1.428238e-05,-2.088512e-04,1.486956e-03,2.991863e-01,3.088809e-03
1.730000e-01,2.715515e-02,2.546592e-02,2.871880e-02,2.069221e-02,2.230531e-04,-1.412209e-05,-2.090105e-04,1.469147e-03,2.956030e-01,3.015264e-03
1.740000e-01,2.717560e-02,2.547862e-02,2.874872e-02,2.044476e-02,2.230531e-04,-1.396372e-05,-2.091679e-04,1.451578e-03,2.920680e-01,2.943579e-03
1.750000e-01,2.719581e-02,2.549113e-02,2.877835e-02,2.020063e-02,2.230531e-04,-1.380724e-05,-2.093235e-04,1.434245e-03,2.885805e-01,2.873701e-03
1.760000e-01,2.721577e-02,2.550345e-02,2.880770e-02,1.995978e-02,2.230531e-04,-1.365263e-05,-2.094771e-04,1.417144e-03,2.851397e-01,2.805582e-03
1.770000e-01,2.723550e-02,2.551559e-02,2.883677e-02,1.972214e-02,2.230531e-04,-1.349986e-05,-2.096290e-04,1.400272e-03,2.817448e-01,2.739174e-03
1.780000e-01,2.725500e-02,2.552754e-02,2.886556e-02,1.948766e-02,2.230531e-04,-1.334891e-05,-2.097790e-04,1.383624e-03,2.783952e-01,2.674430e-03
1.790000e-01,2.727426e-02,2.553932e-02,2.889407e-02,1.925631e-02,2.230531e-04,-1.319975e-05,-2.099273e-04,1.367198e-03,2.750901e-01,2.611305e-03
1.800000e-01,2.729330e-02,2.555093e-02,2.892232e-02,1.902802e-02,2.230531e-04,-1.305237e-05,-2.100738e-04,1.350989e-03,2.718288e-01,2.549756e-03
1.810000e-01,2.731210e-02,2.556236e-02,2.895029e-02,1.880274e-02,2.230531e-04,-1.290673e-05,-2.102186e-04,1.334995e-03,2.686106e-01,2.489741e-03
1.820000e-01,2.733069e-02,2.557362e-02,2.897800e-02,1.858044e-02,2.230531e-04,-1.276282e-05,-2.103617e-04,1.319211e-03,2.654349e-01,2.431217e-03
1.830000e-01,2.734906e-02,2.558472e-02,2.900545e-02,1.836106e-02,2.230531e-04,-1.262060e-05,-2.105030e-04,1.303636e-03,2.623009e-01,2.374146e-03
1.840000e-01,2.736721e-02,2.559565e-02,2.903263e-02,1.814456e-02,2.230531e-04,-1.248007e-05,-2.106427e-04,1.288264e-03,2.592081e-01,2.318488e-03
1.850000e-01,2.738515e-02,2.560642e-02,2.905957e-02,1.793090e-02,2.230531e-04,-1.234119e-05,-2.107808e-04,1.273094e-03,2.561557e-01,2.264205e-03
1.860000e-01,2.740287e-02,2.561703e-02,2.908624e-02,1.772002e-02,2.230531e-04,-1.220394e-05,-2.109172e-04,1.258122e-03,2.531432e-01,2.211262e-03
1.870000e-01,2.742039e-02,2.562748e-02,2.911267e-02,1.751190e-02,2.230531e-04,-1.206831e-05,-2.110520e-04,1.243345e-03,2.501699e-01,2.159623e-03
1.880000e-01,2.743770e-02,2.563778e-02,2.913885e-02,1.730647e-02,2.230531e-04,-1.193428e-05,-2.111853e-04,1.228760e-03,2.472353e-01,2.109253e-03
1.890000e-01,2.745481e-02,2.564793e-02,2.916478e-02,1.710371e-02,2.230531e-04,-1.180181e-05,-2.113170e-04,1.214364e-03,2.443387e-01,2.060119e-03
1.900000e-01,2.747172e-02,2.565793e-02,2.919047e-02,1.690357e-02,2.230531e-04,-1.167090e-05,-2.114471e-04,1.200154e-03,2.414796e-01,2.012189e-03
1.910000e-01,2.748843e-02,2.566778e-02,2.921593e-02,1.670602e-02,2.230531e-04,-1.154151e-05,-2.115758e-04,1.186127e-03,2.386574e-01,1.965430e-03
1.920000e-01,2.750495e-02,2.567748e-02,2.924114e-02,1.651101e-02,2.230531e-04,-1.141364e-05,-2.117029e-04,1.172282e-03,2.358716e-01,1.919813e-03
1.930000e-01,2.752127e-02,2.568705e-02,2.926612e-02,1.631851e-02,2.230531e-04,-1.128726e-05,-2.118285e-04,1.158614e-03,2.331215e-01,1.875307e-03
1.940000e-01,2.753740e-02,2.569647e-02,2.929087e-02,1.612847e-02,2.230531e-04,-1.116236e-05,-2.119527e-04,1.145121e-03,2.304067e-01,1.831884e-03
1.950000e-01,2.755335e-02,2.570575e-02,2.931539e-02,1.594086e-02,2.230531e-04,-1.103891e-05,-2.120754e-04,1.131801e-03,2.277266e-01,1.789515e-03
1.960000e-01,2.756911e-02,2.571490e-02,2.933968e-02,1.575565e-02,2.230531e-04,-1.091689e-05,-2.121967e-04,1.118651e-03,2.250807e-01,1.748173e-03
1.970000e-01,2.758469e-02,2.572392e-02,2.936375e-02,1.557280e-02,2.230531e-04,-1.079629e-05,-2.123166e-04,1.105669e-03,2.224686e-01,1.707832e-03
1.980000e-01,2.760008e-02,2.573280e-02,2.938760e-02,1.539227e-02,2.230531e-04,-1.067709e-05,-2.124351e-04,1.092851e-03,2.198896e-01,1.668465e-03
1.990000e-01,2.761530e-02,2.574155e-02,2.941122e-02,1.521404e-02,2.230531e-04,-1.055927e-05,-2.125523e-04,1.080197e-03,2.173434e-01,1.630049e-03
2.000000e-01,2.763034e-02,2.575018e-02,2.943463e-02,1.503806e-02,2.230531e-04,-1.044282e-05,-2.126680e-04,1.067702e-03,2.148294e-01,1.592557e-03
2.010000e-01,2.764521e-02,2.575868e-02,2.945783e-02,1.486430e-02,2.230531e-04,-1.032771e-05,-2.127825e-04,1.055365e-03,2.123471e-01,1.555967e-03
2.020000e-01,2.765991e-02,2.576705e-02,2.948081e-02,1.469273e-02,2.230531e-04,-1.021393e-05,-2.128956e-04,1.043184e-03,2.098961e-01,1.520256e-03
2.030000e-01,2.767443e-02,2.577530e-02,2.950358e-02,1.452332e-02,2.230531e-04,-1.010147e-05,-2.130074e-04,1.031156e-03,2.074760e-01,1.485401e-03
2.040000e-01,2.768879e-02,2.578343e-02,2.952614e-02,1.435604e-02,2.230531e-04,-9.990302e-06,-2.131179e-04,1.019279e-03,2.050863e-01,1.451380e-03
2.050000e-01,2.770299e-02,2.579145e-02,2.954850e-02,1.419086e-02,2.230531e-04,-9.880413e-06,-2.132272e-04,1.007551e-03,2.027265e-01,1.418172e-03
2.060000e-01,2.771702e-02,2.579934e-02,2.957066e-02,1.402774e-02,2.230531e-04,-9.771789e-06,-2.133352e-04,9.959695e-04,2.003963e-01,1.385757e-03
2.070000e-01,2.773089e-02,2.580712e-02,2.959261e-02,1.386666e-02,2.230531e-04,-9.664413e-06,-2.134419e-04,9.845328e-04,1.980951e-01,1.354114e-03
2.080000e-01,2.774460e-02,2.581479e-02,2.961436e-02,1.370758e-02,2.230531e-04,-9.558270e-06,-2.135475e-04,9.732385e-04,1.958226e-01,1.323225e-03
2.090000e-01,2.775815e-02,2.582235e-02,2.963592e-02,1.355049e-02,2.230531e-04,-9.453344e-06,-2.136518e-04,9.620848e-04,1.935784e-01,1.293069e-03
2.100000e-01,2.777155e-02,2.582980e-02,2.965728e-02,1.339535e-02,2.230531e-04,-9.349620e-06,-2.137549e-04,9.510696e-04,1.913621e-01,1.263629e-03
2.110000e-01,2.778480e-02,2.583713e-02,2.967845e-02,1.324213e-02,2.230531e-04,-9.247084e-06,-2.138569e-04,9.401909e-04,1.891732e-01,1.234886e-03
2.120000e-01,2.779789e-02,2.584437e-02,2.969942e-02,1.309080e-02,2.230531e-04,-9.145720e-06,-2.139577e-04,9.294468e-04,1.870114e-01,1.206824e-03
2.130000e-01,2.781084e-02,2.585149e-02,2.972021e-02,1.294134e-02,2.230531e-04,-9.045514e-06,-2.140573e-04,9.188354e-04,1.848763e-01,1.179425e-03
2.140000e-01,2.782363e-02,2.585852e-02,2.974081e-02,1.279373e-02,2.230531e-04,-8.946453e-06,-2.141558e-04,9.083548e-04,1.827676e-01,1.152673e-03
2.150000e-01,2.783628e-02,2.586544e-02,2.976123e-02,1.264793e-02,2.230531e-04,-8.848520e-06,-2.142532e-04,8.980032e-04,1.806847e-01,1.126551e-03
2.160000e-01,2.784879e-02,2.587226e-02,2.978146e-02,1.250393e-02,2.230531e-04,-8.751704e-06,-2.143494e-04,8.877788e-04,1.786275e-01,1.101044e-03
2.170000e-01,2.786116e-02,2.587898e-02,2.980151e-02,1.236169e-02,2.230531e-04,-8.655990e-06,-2.144446e-04,8.776798e-04,1.765955e-01,1.076136e-03
2.180000e-01,2.787338e-02,2.588561e-02,2.982138e-02,1.222119e-02,2.230531e-04,-8.561364e-06,-2.145387e-04,8.677044e-04,1.745884e-01,1.051813e-03
2.190000e-01,2.788546e-02,2.589214e-02,2.984108e-02,1.208241e-02,2.230531e-04,-8.467813e-06,-2.146317e-04,8.578510e-04,1.726058e-01,1.028061e-03
2.200000e-01,2.789741e-02,2.589858e-02,2.986060e-02,1.194532e-02,2.230531e-04,-8.375325e-06,-2.147236e-04,8.481179e-04,1.706475e-01,1.004864e-03
2.210000e-01,2.790922e-02,2.590492e-02,2.987994e-02,1.180991e-02,2.230531e-04,-8.283886e-06,-2.148146e-04,8.385034e-04,1.687130e-01,9.822105e-04
2.220000e-01,2.792090e-02,2.591117e-02,2.989911e-02,1.167614e-02,2.230531e-04,-8.193483e-06,-2.149045e-04,8.290058e-04,1.668020e-01,9.600859e-04
2.230000e-01,2.793245e-02,2.591733e-02,2.991811e-02,1.154399e-02,2.230531e-04,-8.104104e-06,-2.149933e-04,8.196236e-04,1.649142e-01,9.384775e-04
2.240000e-01,2.794387e-02,2.592340e-02,2.993694e-02,1.141345e-02,2.230531e-04,-8.015736e-06,-2.150812e-04,8.103552e-04,1.630493e-01,9.173726e-04
2.250000e-01,2.795515e-02,2.592939e-02,2.995561e-02,1.128449e-02,2.230531e-04,-7.928367e-06,-2.151681e-04,8.011990e-04,1.612070e-01,8.967590e-04
2.260000e-01,2.796631e-02,2.593528e-02,2.997411e-02,1.115709e-02,2.230531e-04,-7.841986e-06,-2.152540e-04,7.921535e-04,1.593870e-01,8.766246e-04
2.270000e-01,2.797734e-02,2.594110e-02,2.999244e-02,1.103123e-02,2.230531e-04,-7.756579e-06,-2.153389e-04,7.832172e-04,1.575890e-01,8.569577e-04
2.280000e-01,2.798825e-02,2.594683e-02,3.001062e-02,1.090688e-02,2.230531e-04,-7.672136e-06,-2.154228e-04,7.743886e-04,1.558126e-01,8.377470e-04
2.290000e-01,2.799904e-02,2.595247e-02,3.002863e-02,1.078403e-02,2.230531e-04,-7.588644e-06,-2.155059e-04,7.656663e-04,1.540576e-01,8.189814e-04
2.300000e-01,2.800970e-02,2.595804e-02,3.004649e-02,1.066266e-02,2.230531e-04,-7.506093e-06,-2.155880e-04,7.570488e-04,1.523237e-01,8.006500e-04
2.310000e-01,2.802025e-02,2.596352e-02,3.006418e-02,1.054274e-02,2.230531e-04,-7.424470e-06,-2.156691e-04,7.485347e-04,1.506106e-01,7.827424e-04
2.320000e-01,2.803068e-02,2.596893e-02,3.008172e-02,1.042426e-02,2.230531e-04,-7.343765e-06,-2.157494e-04,7.401227e-04,1.489180e-01,7.652484e-04
2.330000e-01,2.804098e-02,2.597426e-02,3.009911e-02,1.030720e-02,2.230531e-04,-7.263968e-06,-2.158287e-04,7.318113e-04,1.472457e-01,7.481578e-04
2.340000e-01,2.805118e-02,2.597951e-02,3.011635e-02,1.019154e-02,2.230531e-04,-7.185066e-06,-2.159072e-04,7.235993e-04,1.455934e-01,7.314611e-04
2.350000e-01,2.806126e-02,2.598469e-02,3.013343e-02,1.007726e-02,2.230531e-04,-7.107049e-06,-2.159847e-04,7.154852e-04,1.439608e-01,7.151486e-04
2.360000e-01,2.807122e-02,2.598979e-02,3.015036e-02,9.964336e-03,2.230531e-04,-7.029907e-06,-2.160615e-04,7.074679e-04,1.423477e-01,6.992113e-04
2.370000e-01,2.808108e-02,2.599482e-02,3.016715e-02,9.852760e-03,2.230531e-04,-6.953629e-06,-2.161373e-04,6.995460e-04,1.407537e-01,6.836400e-04
2.380000e-01,2.809082e-02,2.599978e-02,3.018379e-02,9.742510e-03,2.230531e-04,-6.878205e-06,-2.162123e-04,6.917182e-04,1.391787e-01,6.684260e-04
2.390000e-01,2.810046e-02,2.600466e-02,3.020028e-02,9.633568e-03,2.230531e-04,-6.803626e-06,-2.162865e-04,6.839833e-04,1.376224e-01,6.535608e-04
2.400000e-01,2.810998e-02,2.600948e-02,3.021663e-02,9.525918e-03,2.230531e-04,-6.729879e-06,-2.163598e-04,6.763402e-04,1.360845e-01,6.390360e-04
2.410000e-01,2.811941e-02,2.601423e-02,3.023284e-02,9.419542e-03,2.230531e-04,-6.656957e-06,-2.164323e-04,6.687875e-04,1.345649e-01,6.248434e-04
2.420000e-01,2.812872e-02,2.601891e-02,3.024891e-02,9.314424e-03,2.230531e-04,-6.584849e-06,-2.165040e-04,6.613241e-04,1.330632e-01,6.109753e-04
2.430000e-01,2.813793e-02,2.602352e-02,3.026483e-02,9.210547e-03,2.230531e-04,-6.513546e-06,-2.165749e-04,6.539488e-04,1.315792e-01,5.974238e-04
2.440000e-01,2.814704e-02,2.602806e-02,3.028062e-02,9.107895e-03,2.230531e-04,-6.443038e-06,-2.166450e-04,6.466606e-04,1.301128e-01,5.841814e-04
2.450000e-01,2.815605e-02,2.603254e-02,3.029627e-02,9.006453e-03,2.230531e-04,-6.373315e-06,-2.167144e-04,6.394582e-04,1.286636e-01,5.712408e-04
2.460000e-01,2.816496e-02,2.603696e-02,3.031179e-02,8.906204e-03,2.230531e-04,-6.304369e-06,-2.167829e-04,6.323405e-04,1.272315e-01,5.585949e-04
2.470000e-01,2.817377e-02,2.604132e-02,3.032717e-02,8.807133e-03,2.230531e-04,-6.236190e-06,-2.168507e-04,6.253064e-04,1.258162e-01,5.462366e-04
2.480000e-01,2.818248e-02,2.604561e-02,3.034242e-02,8.709225e-03,2.230531e-04,-6.168769e-06,-2.169178e-04,6.183550e-04,1.244175e-01,5.341591e-04
2.490000e-01,2.819109e-02,2.604984e-02,3.035754e-02,8.612464e-03,2.230531e-04,-6.102098e-06,-2.169841e-04,6.114850e-04,1.230352e-01,5.223559e-04
2.500000e-01,2.819961e-02,2.605401e-02,3.037253e-02,8.516837e-03,2.230531e-04,-6.036168e-06,-2.170496e-04,6.046954e-04,1.216691e-01,5.108205e-04
2.510000e-01,2.820803e-02,2.605812e-02,3.038738e-02,8.422328e-03,2.230531e-04,-5.970969e-06,-2.171145e-04,5.979853e-04,1.203190e-01,4.995465e-04
2.520000e-01,2.821636e-02,2.606217e-02,3.040211e-02,8.328923e-03,2.230531e-04,-5.906494e-06,-2.171786e-04,5.913535e-04,1.189846e-01,4.885279e-04
2.530000e-01,2.822460e-02,2.606616e-02,3.041672e-02,8.236608e-03,2.230531e-04,-5.842733e-06,-2.172420e-04,5.847992e-04,1.176658e-01,4.777585e-04
2.540000e-01,2.823275e-02,2.607010e-02,3.043119e-02,8.145369e-03,2.230531e-04,-5.779680e-06,-2.173047e-04,5.783212e-04,1.163624e-01,4.672327e-04
2.550000e-01,2.824080e-02,2.607398e-02,3.044555e-02,8.055192e-03,2.230531e-04,-5.717324e-06,-2.173667e-04,5.719187e-04,1.150742e-01,4.569445e-04
2.560000e-01,2.824877e-02,2.607781e-02,3.045978e-02,7.966065e-03,2.230531e-04,-5.655659e-06,-2.174280e-04,5.655906e-04,1.138009e-01,4.468886e-04
2.570000e-01,2.825665e-02,2.608158e-02,3.047388e-02,7.877972e-03,2.230531e-04,-5.594676e-06,-2.174887e-04,5.593360e-04,1.125425e-01,4.370595e-04
2.580000e-01,2.826444e-02,2.608529e-02,3.048787e-02,7.790902e-03,2.230531e-04,-5.534368e-06,-2.175486e-04,5.531540e-04,1.112986e-01,4.274518e-04
2.590000e-01,2.827215e-02,2.608896e-02,3.050174e-02,7.704841e-03,2.230531e-04,-5.474726e-06,-2.176080e-04,5.470437e-04,1.100692e-01,4.180604e-04
2.600000e-01,2.827977e-02,2.609257e-02,3.051549e-02,7.619777e-03,2.230531e-04,-5.415742e-06,-2.176666e-04,5.410042e-04,1.088540e-01,4.088803e-04
2.610000e-01,2.828731e-02,2.609613e-02,3.052912e-02,7.535697e-03,2.230531e-04,-5.357410e-06,-2.177246e-04,5.350345e-04,1.076528e-01,3.999066e-04
2.620000e-01,2.829476e-02,2.609964e-02,3.054263e-02,7.452589e-03,2.230531e-04,-5.299721e-06,-2.177820e-04,5.291338e-04,1.064656e-01,3.911344e-04
2.630000e-01,2.830213e-02,2.610310e-02,3.055603e-02,7.370440e-03,2.230531e-04,-5.242669e-06,-2.178387e-04,5.233013e-04,1.052920e-01,3.825591e-04
2.640000e-01,2.830942e-02,2.610651e-02,3.056932e-02,7.289239e-03,2.230531e-04,-5.186245e-06,-2.178948e-04,5.175360e-04,1.041320e-01,3.741761e-04
2.650000e-01,2.831663e-02,2.610987e-02,3.058249e-02,7.208973e-03,2.230531e-04,-5.130443e-06,-2.179503e-04,5.118371e-04,1.029853e-01,3.659810e-04
2.660000e-01,2.832376e-02,2.611319e-02,3.059555e-02,7.129631e-03,2.230531e-04,-5.075255e-06,-2.180052e-04,5.062038e-04,1.018519e-01,3.579693e-04
2.670000e-01,2.833081e-02,2.611645e-02,3.060850e-02,7.051202e-03,2.230531e-04,-5.020674e-06,-2.180595e-04,5.006353e-04,1.007315e-01,3.501370e-04
2.680000e-01,2.833779e-02,2.611968e-02,3.062134e-02,6.973674e-03,2.230531e-04,-4.966694e-06,-2.181132e-04,4.951308e-04,9.962391e-02,3.424798e-04
2.690000e-01,2.834469e-02,2.612285e-02,3.063407e-02,6.897035e-03,2.230531e-04,-4.913308e-06,-2.181663e-04,4.896895e-04,9.852908e-02,3.349936e-04
2.700000e-01,2.835151e-02,2.612598e-02,3.064669e-02,6.821276e-03,2.230531e-04,-4.860508e-06,-2.182188e-04,4.843106e-04,9.744680e-02,3.276747e-04
2.710000e-01,2.835825e-02,2.612907e-02,3.065921e-02,6.746384e-03,2.230531e-04,-4.808287e-06,-2.182707e-04,4.789933e-04,9.637691e-02,3.205190e-04
2.720000e-01,2.836493e-02,2.613211e-02,3.067162e-02,6.672349e-03,2.230531e-04,-4.756640e-06,-2.183221e-04,4.737368e-04,9.531928e-02,3.135229e-04
2.730000e-01,2.837153e-02,2.613511e-02,3.068392e-02,6.599161e-03,2.230531e-04,-4.705560e-06,-2.183729e-04,4.685405e-04,9.427374e-02,3.066826e-04
2.740000e-01,2.837806e-02,2.613806e-02,3.069613e-02,6.526810e-03,2.230531e-04,-4.655040e-06,-2.184231e-04,4.634035e-04,9.324014e-02,2.999947e-04
2.750000e-01,2.838451e-02,2.614098e-02,3.070822e-02,6.455284e-03,2.230531e-04,-4.605074e-06,-2.184728e-04,4.583252e-04,9.221834e-02,2.934556e-04
2.760000e-01,2.839090e-02,2.614385e-02,3.072022e-02,6.384574e-03,2.230531e-04,-4.555656e-06,-2.185220e-04,4.533047e-04,9.120820e-02,2.870618e-04
2.770000e-01,2.839721e-02,2.614668e-02,3.073212e-02,6.314669e-03,2.230531e-04,-4.506778e-06,-2.185706e-04,4.483415e-04,9.020956e-02,2.808102e-04
2.780000e-01,2.840346e-02,2.614947e-02,3.074391e-02,6.245561e-03,2.230531e-04,-4.458436e-06,-2.186186e-04,4.434348e-04,8.922230e-02,2.746974e-04
2.790000e-01,2.840964e-02,2.615223e-02,3.075561e-02,6.177238e-03,2.230531e-04,-4.410623e-06,-2.186662e-04,4.385839e-04,8.824626e-02,2.687202e-04
2.800000e-01,2.841575e-02,2.615494e-02,3.076720e-02,6.109693e-03,2.230531e-04,-4.363332e-06,-2.187132e-04,4.337882e-04,8.728132e-02,2.628757e-04
2.810000e-01,2.842179e-02,2.615761e-02,3.077870e-02,6.042914e-03,2.230531e-04,-4.316559e-06,-2.187597e-04,4.290469e-04,8.632734e-02,2.571606e-04
2.820000e-01,2.842777e-02,2.616025e-02,3.079011e-02,5.976893e-03,2.230531e-04,-4.270297e-06,-2.188057e-04,4.243594e-04,8.538418e-02,2.515722e-04
2.830000e-01,2.843368e-02,2.616285e-02,3.080141e-02,5.911620e-03,2.230531e-04,-4.224540e-06,-2.188512e-04,4.197250e-04,8.445172e-02,2.461074e-04
2.840000e-01,2.843953e-02,2.616541e-02,3.081263e-02,5.847087e-03,2.230531e-04,-4.179283e-06,-2.188963e-04,4.151432e-04,8.352982e-02,2.407636e-04
2.850000e-01,2.844531e-02,2.616794e-02,3.082375e-02,5.783285e-03,2.230531e-04,-4.134520e-06,-2.189408e-04,4.106132e-04,8.261835e-02,2.355379e-04
2.860000e-01,2.845103e-02,2.617043e-02,3.083477e-02,5.720204e-03,2.230531e-04,-4.090246e-06,-2.189848e-04,4.061345e-04,8.171720e-02,2.304277e-04
2.870000e-01,2.845669e-02,2.617289e-02,3.084570e-02,5.657836e-03,2.230531e-04,-4.046454e-06,-2.190284e-04,4.017064e-04,8.082623e-02,2.254303e-04
2.880000e-01,2.846229e-02,2.617531e-02,3.085655e-02,5.596172e-03,2.230531e-04,-4.003140e-06,-2.190714e-04,3.973282e-04,7.994532e-02,2.205433e-04
2.890000e-01,2.846782e-02,2.617769e-02,3.086730e-02,5.535205e-03,2.230531e-04,-3.960297e-06,-2.191140e-04,3.929995e-04,7.907435e-02,2.157640e-04
2.900000e-01,2.847330e-02,2.618005e-02,3.087796e-02,5.474924e-03,2.230531e-04,-3.917922e-06,-2.191562e-04,3.887196e-04,7.821320e-02,2.110901e-04
2.910000e-01,2.847871e-02,2.618237e-02,3.088853e-02,5.415323e-03,2.230531e-04,-3.876008e-06,-2.191979e-04,3.844879e-04,7.736176e-02,2.065192e-04
2.920000e-01,2.848407e-02,2.618465e-02,3.089902e-02,5.356393e-03,2.230531e-04,-3.834550e-06,-2.192391e-04,3.803039e-04,7.651990e-02,2.020489e-04
2.930000e-01,2.848937e-02,2.618691e-02,3.090941e-02,5.298126e-03,2.230531e-04,-3.793543e-06,-2.192799e-04,3.761670e-04,7.568752e-02,1.976770e-04
2.940000e-01,2.849461e-02,2.618913e-02,3.091973e-02,5.240514e-03,2.230531e-04,-3.752982e-06,-2.193202e-04,3.720765e-04,7.486449e-02,1.934013e-04
2.950000e-01,2.849980e-02,2.619132e-02,3.092995e-02,5.183550e-03,2.230531e-04,-3.712862e-06,-2.193601e-04,3.680320e-04,7.405071e-02,1.892196e-04
2.960000e-01,2.850492e-02,2.619348e-02,3.094009e-02,5.127224e-03,2.230531e-04,-3.673179e-06,-2.193996e-04,3.640329e-04,7.324606e-02,1.851298e-04
2.970000e-01,2.850999e-02,2.619561e-02,3.095015e-02,5.071531e-03,2.230531e-04,-3.633926e-06,-2.194386e-04,3.600787e-04,7.245045e-02,1.811298e-04
2.980000e-01,2.851501e-02,2.619771e-02,3.096012e-02,5.016462e-03,2.230531e-04,-3.595100e-06,-2.194773e-04,3.561688e-04,7.166375e-02,1.772176e-04
2.990000e-01,2.851997e-02,2.619978e-02,3.097001e-02,4.962010e-03,2.230531e-04,-3.556695e-06,-2.195154e-04,3.523027e-04,7.088586e-02,1.733912e-04
3.000000e-01,2.852488e-02,2.620182e-02,3.097981e-02,4.908168e-03,2.230531e-04,-3.518708e-06,-2.195532e-04,3.484799e-04,7.011669e-02,1.696487e-04
3.010000e-01,2.852974e-02,2.620383e-02,3.098954e-02,4.854928e-03,2.230531e-04,-3.481132e-06,-2.195906e-04,3.446999e-04,6.935612e-02,1.659882e-04
3.020000e-01,2.853454e-02,2.620581e-02,3.099919e-02,4.802284e-03,2.230531e-04,-3.443964e-06,-2.196276e-04,3.409622e-04,6.860406e-02,1.624080e-04
3.030000e-01,2.853929e-02,2.620777e-02,3.100875e-02,4.750228e-03,2.230531e-04,-3.407199e-06,-2.196641e-04,3.372662e-04,6.786040e-02,1.589061e-04
3.040000e-01,2.854399e-02,2.620970e-02,3.101824e-02,4.698753e-03,2.230531e-04,-3.370832e-06,-2.197003e-04,3.336114e-04,6.712504e-02,1.554808e-04
3.050000e-01,2.854864e-02,2.621160e-02,3.102765e-02,4.647852e-03,2.230531e-04,-3.334860e-06,-2.197361e-04,3.299975e-04,6.639789e-02,1.521305e-04
3.060000e-01,2.855324e-02,2.621347e-02,3.103698e-02,4.597519e-03,2.230531e-04,-3.299277e-06,-2.197715e-04,3.264239e-04,6.567884e-02,1.488534e-04
3.070000e-01,2.855778e-02,2.621532e-02,3.104623e-02,4.547747e-03,2.230531e-04,-3.264079e-06,-2.198065e-04,3.228900e-04,6.496782e-02,1.456479e-04
