times[s],height[m],height_up[m],height_down[m],velocity[m/s],capillary_force[N],inertia_force[N],viscous_force[N],gravity_force[N],Reynolds_Number
1.690000e-01,3.042574e-02,3.095396e-02,2.911717e-02,7.073824e-02,1.109734e-04,1.088341e-06,-5.409227e-05,-5.796664e-05,2.498752e-03
1.700000e-01,3.049630e-02,3.101849e-02,2.919040e-02,7.039193e-02,1.109734e-04,1.082772e-06,-5.395229e-05,-5.810108e-05,2.486519e-03
1.710000e-01,3.056652e-02,3.108264e-02,2.926332e-02,7.004893e-02,1.109734e-04,1.077259e-06,-5.381302e-05,-5.823486e-05,2.474403e-03
1.720000e-01,3.063640e-02,3.114642e-02,2.933595e-02,6.970920e-02,1.109734e-04,1.071802e-06,-5.367446e-05,-5.836800e-05,2.462402e-03
1.730000e-01,3.070594e-02,3.120983e-02,2.940827e-02,6.937269e-02,1.109734e-04,1.066399e-06,-5.353660e-05,-5.850048e-05,2.450515e-03
1.740000e-01,3.077515e-02,3.127288e-02,2.948029e-02,6.903934e-02,1.109734e-04,1.061050e-06,-5.339943e-05,-5.863233e-05,2.438740e-03
1.750000e-01,3.084402e-02,3.133556e-02,2.955201e-02,6.870910e-02,1.109734e-04,1.055755e-06,-5.326294e-05,-5.876355e-05,2.427075e-03
1.760000e-01,3.091257e-02,3.139788e-02,2.962345e-02,6.838194e-02,1.109734e-04,1.050511e-06,-5.312713e-05,-5.889414e-05,2.415518e-03
1.770000e-01,3.098079e-02,3.145985e-02,2.969459e-02,6.805781e-02,1.109734e-04,1.045319e-06,-5.299199e-05,-5.902411e-05,2.404069e-03
1.780000e-01,3.104868e-02,3.152147e-02,2.976544e-02,6.773665e-02,1.109734e-04,1.040177e-06,-5.285752e-05,-5.915347e-05,2.392724e-03
1.790000e-01,3.111626e-02,3.158274e-02,2.983601e-02,6.741844e-02,1.109734e-04,1.035084e-06,-5.272370e-05,-5.928222e-05,2.381483e-03
1.800000e-01,3.118352e-02,3.164366e-02,2.990630e-02,6.710311e-02,1.109734e-04,1.030041e-06,-5.259054e-05,-5.941036e-05,2.370345e-03
1.810000e-01,3.125047e-02,3.170424e-02,2.997631e-02,6.679063e-02,1.109734e-04,1.025046e-06,-5.245802e-05,-5.953791e-05,2.359307e-03
1.820000e-01,3.131710e-02,3.176449e-02,3.004603e-02,6.648097e-02,1.109734e-04,1.020098e-06,-5.232615e-05,-5.966486e-05,2.348368e-03
1.830000e-01,3.138343e-02,3.182440e-02,3.011549e-02,6.617407e-02,1.109734e-04,1.015197e-06,-5.219490e-05,-5.979123e-05,2.337527e-03
1.840000e-01,3.144945e-02,3.188397e-02,3.018467e-02,6.586990e-02,1.109734e-04,1.010341e-06,-5.206429e-05,-5.991701e-05,2.326783e-03
1.850000e-01,3.151517e-02,3.194322e-02,3.025358e-02,6.556842e-02,1.109734e-04,1.005531e-06,-5.193429e-05,-6.004222e-05,2.316134e-03
1.860000e-01,3.158059e-02,3.200215e-02,3.032222e-02,6.526959e-02,1.109734e-04,1.000766e-06,-5.180491e-05,-6.016685e-05,2.305578e-03
1.870000e-01,3.164571e-02,3.206075e-02,3.039059e-02,6.497337e-02,1.109734e-04,9.960442e-07,-5.167615e-05,-6.029092e-05,2.295114e-03
1.880000e-01,3.171054e-02,3.211903e-02,3.045870e-02,6.467973e-02,1.109734e-04,9.913658e-07,-5.154798e-05,-6.041442e-05,2.284742e-03
1.890000e-01,3.177507e-02,3.217699e-02,3.052655e-02,6.438864e-02,1.109734e-04,9.867301e-07,-5.142042e-05,-6.053737e-05,2.274459e-03
1.900000e-01,3.183932e-02,3.223464e-02,3.059413e-02,6.410004e-02,1.109734e-04,9.821364e-07,-5.129345e-05,-6.065977e-05,2.264265e-03
1.910000e-01,3.190327e-02,3.229198e-02,3.066146e-02,6.381392e-02,1.109734e-04,9.775840e-07,-5.116707e-05,-6.078162e-05,2.254158e-03
1.920000e-01,3.196694e-02,3.234902e-02,3.072854e-02,6.353024e-02,1.109734e-04,9.730724e-07,-5.104127e-05,-6.090293e-05,2.244137e-03
1.930000e-01,3.203033e-02,3.240574e-02,3.079536e-02,6.324896e-02,1.109734e-04,9.686010e-07,-5.091605e-05,-6.102370e-05,2.234201e-03
1.940000e-01,3.209344e-02,3.246217e-02,3.086193e-02,6.297005e-02,1.109734e-04,9.641692e-07,-5.079140e-05,-6.114393e-05,2.224349e-03
1.950000e-01,3.215627e-02,3.251829e-02,3.092825e-02,6.269348e-02,1.109734e-04,9.597764e-07,-5.066732e-05,-6.126364e-05,2.214580e-03
1.960000e-01,3.221883e-02,3.257412e-02,3.099433e-02,6.241922e-02,1.109734e-04,9.554221e-07,-5.054381e-05,-6.138282e-05,2.204891e-03
1.970000e-01,3.228111e-02,3.262965e-02,3.106016e-02,6.214723e-02,1.109734e-04,9.511057e-07,-5.042085e-05,-6.150148e-05,2.195284e-03
1.980000e-01,3.234313e-02,3.268489e-02,3.112574e-02,6.187749e-02,1.109734e-04,9.468268e-07,-5.029844e-05,-6.161962e-05,2.185756e-03
1.990000e-01,3.240487e-02,3.273985e-02,3.119108e-02,6.160997e-02,1.109734e-04,9.425847e-07,-5.017659e-05,-6.173726e-05,2.176306e-03
2.000000e-01,3.246635e-02,3.279451e-02,3.125619e-02,6.134463e-02,1.109734e-04,9.383790e-07,-5.005528e-05,-6.185438e-05,2.166933e-03
2.010000e-01,3.252756e-02,3.284889e-02,3.132106e-02,6.108146e-02,1.109734e-04,9.342091e-07,-4.993450e-05,-6.197100e-05,2.157636e-03
2.020000e-01,3.258851e-02,3.290299e-02,3.138569e-02,6.082041e-02,1.109734e-04,9.300747e-07,-4.981426e-05,-6.208712e-05,2.148415e-03
2.030000e-01,3.264920e-02,3.295681e-02,3.145008e-02,6.056146e-02,1.109734e-04,9.259751e-07,-4.969455e-05,-6.220275e-05,2.139268e-03
2.040000e-01,3.270963e-02,3.301036e-02,3.151425e-02,6.030460e-02,1.109734e-04,9.219100e-07,-4.957537e-05,-6.231789e-05,2.130195e-03
2.050000e-01,3.276981e-02,3.306363e-02,3.157818e-02,6.004978e-02,1.109734e-04,9.178788e-07,-4.945671e-05,-6.243254e-05,2.121194e-03
2.060000e-01,3.282973e-02,3.311662e-02,3.164189e-02,5.979698e-02,1.109734e-04,9.138811e-07,-4.933856e-05,-6.254670e-05,2.112264e-03
2.070000e-01,3.288941e-02,3.316935e-02,3.170537e-02,5.954618e-02,1.109734e-04,9.099164e-07,-4.922093e-05,-6.266039e-05,2.103405e-03
2.080000e-01,3.294883e-02,3.322181e-02,3.176862e-02,5.929735e-02,1.109734e-04,9.059844e-07,-4.910380e-05,-6.277359e-05,2.094615e-03
2.090000e-01,3.300800e-02,3.327400e-02,3.183165e-02,5.905047e-02,1.109734e-04,9.020845e-07,-4.898718e-05,-6.288633e-05,2.085894e-03
2.100000e-01,3.306693e-02,3.332593e-02,3.189446e-02,5.880551e-02,1.109734e-04,8.982164e-07,-4.887106e-05,-6.299860e-05,2.077241e-03
2.110000e-01,3.312561e-02,3.337760e-02,3.195705e-02,5.856245e-02,1.109734e-04,8.943796e-07,-4.875544e-05,-6.311040e-05,2.068655e-03
2.120000e-01,3.318405e-02,3.342901e-02,3.201942e-02,5.832127e-02,1.109734e-04,8.905738e-07,-4.864030e-05,-6.322175e-05,2.060136e-03
2.130000e-01,3.324226e-02,3.348016e-02,3.208157e-02,5.808194e-02,1.109734e-04,8.867985e-07,-4.852566e-05,-6.333263e-05,2.051682e-03
2.140000e-01,3.330022e-02,3.353106e-02,3.214351e-02,5.784443e-02,1.109734e-04,8.830534e-07,-4.841150e-05,-6.344306e-05,2.043292e-03
2.150000e-01,3.335794e-02,3.358171e-02,3.220524e-02,5.760874e-02,1.109734e-04,8.793380e-07,-4.829782e-05,-6.355304e-05,2.034966e-03
2.160000e-01,3.341544e-02,3.363210e-02,3.226675e-02,5.737483e-02,1.109734e-04,8.756519e-07,-4.818461e-05,-6.366257e-05,2.026704e-03
2.170000e-01,3.347270e-02,3.368225e-02,3.232805e-02,5.714268e-02,1.109734e-04,8.719949e-07,-4.807188e-05,-6.377166e-05,2.018503e-03
2.180000e-01,3.352972e-02,3.373215e-02,3.238914e-02,5.691227e-02,1.109734e-04,8.683665e-07,-4.795962e-05,-6.388031e-05,2.010365e-03
2.190000e-01,3.358652e-02,3.378180e-02,3.245003e-02,5.668359e-02,1.109734e-04,8.647664e-07,-4.784782e-05,-6.398852e-05,2.002287e-03
2.200000e-01,3.364309e-02,3.383122e-02,3.251071e-02,5.645660e-02,1.109734e-04,8.611942e-07,-4.773649e-05,-6.409629e-05,1.994269e-03
2.210000e-01,3.369943e-02,3.388039e-02,3.257118e-02,5.623130e-02,1.109734e-04,8.576496e-07,-4.762561e-05,-6.420364e-05,1.986310e-03
2.220000e-01,3.375555e-02,3.392932e-02,3.263145e-02,5.600766e-02,1.109734e-04,8.541322e-07,-4.751519e-05,-6.431056e-05,1.978410e-03
2.230000e-01,3.381145e-02,3.397802e-02,3.269152e-02,5.578565e-02,1.109734e-04,8.506417e-07,-4.740522e-05,-6.441705e-05,1.970568e-03
2.240000e-01,3.386713e-02,3.402648e-02,3.275139e-02,5.556527e-02,1.109734e-04,8.471778e-07,-4.729570e-05,-6.452312e-05,1.962783e-03
2.250000e-01,3.392258e-02,3.407471e-02,3.281106e-02,5.534650e-02,1.109734e-04,8.437401e-07,-4.718662e-05,-6.462878e-05,1.955055e-03
2.260000e-01,3.397782e-02,3.412271e-02,3.287054e-02,5.512930e-02,1.109734e-04,8.403283e-07,-4.707798e-05,-6.473401e-05,1.947383e-03
2.270000e-01,3.403284e-02,3.417047e-02,3.292981e-02,5.491368e-02,1.109734e-04,8.369422e-07,-4.696979e-05,-6.483884e-05,1.939766e-03
2.280000e-01,3.408765e-02,3.421801e-02,3.298889e-02,5.469960e-02,1.109734e-04,8.335814e-07,-4.686202e-05,-6.494326e-05,1.932204e-03
2.290000e-01,3.414224e-02,3.426532e-02,3.304778e-02,5.448705e-02,1.109734e-04,8.302455e-07,-4.675469e-05,-6.504727e-05,1.924696e-03
2.300000e-01,3.419662e-02,3.431241e-02,3.310648e-02,5.427601e-02,1.109734e-04,8.269344e-07,-4.664778e-05,-6.515087e-05,1.917242e-03
2.310000e-01,3.425079e-02,3.435928e-02,3.316498e-02,5.406647e-02,1.109734e-04,8.236477e-07,-4.654130e-05,-6.525408e-05,1.909840e-03
2.320000e-01,3.430475e-02,3.440592e-02,3.322330e-02,5.385841e-02,1.109734e-04,8.203851e-07,-4.643524e-05,-6.535689e-05,1.902490e-03
2.330000e-01,3.435851e-02,3.445235e-02,3.328143e-02,5.365181e-02,1.109734e-04,8.171464e-07,-4.632960e-05,-6.545930e-05,1.895192e-03
2.340000e-01,3.441206e-02,3.449856e-02,3.333937e-02,5.344666e-02,1.109734e-04,8.139312e-07,-4.622438e-05,-6.556132e-05,1.887945e-03
2.350000e-01,3.446540e-02,3.454455e-02,3.339712e-02,5.324293e-02,1.109734e-04,8.107393e-07,-4.611957e-05,-6.566295e-05,1.880749e-03
2.360000e-01,3.451855e-02,3.459033e-02,3.345469e-02,5.304062e-02,1.109734e-04,8.075705e-07,-4.601516e-05,-6.576420e-05,1.873603e-03
2.370000e-01,3.457149e-02,3.463589e-02,3.351208e-02,5.283971e-02,1.109734e-04,8.044243e-07,-4.591117e-05,-6.586506e-05,1.866506e-03
2.380000e-01,3.462422e-02,3.468124e-02,3.356929e-02,5.264018e-02,1.109734e-04,8.013007e-07,-4.580758e-05,-6.596554e-05,1.859458e-03
2.390000e-01,3.467677e-02,3.472639e-02,3.362631e-02,5.244202e-02,1.109734e-04,7.981993e-07,-4.570439e-05,-6.606564e-05,1.852458e-03
2.400000e-01,3.472911e-02,3.477132e-02,3.368316e-02,5.224521e-02,1.109734e-04,7.951199e-07,-4.560159e-05,-6.616536e-05,1.845506e-03
2.410000e-01,3.478126e-02,3.481605e-02,3.373982e-02,5.204974e-02,1.109734e-04,7.920623e-07,-4.549920e-05,-6.626471e-05,1.838601e-03
2.420000e-01,3.483321e-02,3.486057e-02,3.379631e-02,5.185560e-02,1.109734e-04,7.890261e-07,-4.539719e-05,-6.636369e-05,1.831743e-03
2.430000e-01,3.488497e-02,3.490489e-02,3.385262e-02,5.166276e-02,1.109734e-04,7.860112e-07,-4.529558e-05,-6.646230e-05,1.824931e-03
2.440000e-01,3.493654e-02,3.494901e-02,3.390876e-02,5.147122e-02,1.109734e-04,7.830173e-07,-4.519435e-05,-6.656055e-05,1.818165e-03
2.450000e-01,3.498791e-02,3.499293e-02,3.396473e-02,5.128096e-02,1.109734e-04,7.800442e-07,-4.509351e-05,-6.665843e-05,1.811444e-03
2.460000e-01,3.503910e-02,3.503664e-02,3.402052e-02,5.109196e-02,1.109734e-04,7.770916e-07,-4.499304e-05,-6.675595e-05,1.804768e-03
2.470000e-01,3.509010e-02,3.508016e-02,3.407614e-02,5.090423e-02,1.109734e-04,7.741593e-07,-4.489296e-05,-6.685311e-05,1.798137e-03
2.480000e-01,3.514091e-02,3.512348e-02,3.413159e-02,5.071773e-02,1.109734e-04,7.712472e-07,-4.479325e-05,-6.694991e-05,1.791549e-03
2.490000e-01,3.519153e-02,3.516661e-02,3.418686e-02,5.053246e-02,1.109734e-04,7.683549e-07,-4.469392e-05,-6.704636e-05,1.785005e-03
2.500000e-01,3.524197e-02,3.520954e-02,3.424197e-02,5.034841e-02,1.109734e-04,7.654823e-07,-4.459496e-05,-6.714246e-05,1.778503e-03
2.510000e-01,3.529223e-02,3.525229e-02,3.429692e-02,5.016556e-02,1.109734e-04,7.626291e-07,-4.449637e-05,-6.723821e-05,1.772044e-03
2.520000e-01,3.534230e-02,3.529484e-02,3.435170e-02,4.998389e-02,1.109734e-04,7.597952e-07,-4.439814e-05,-6.733361e-05,1.765627e-03
2.530000e-01,3.539220e-02,3.533720e-02,3.440631e-02,4.980341e-02,1.109734e-04,7.569803e-07,-4.430028e-05,-6.742867e-05,1.759252e-03
2.540000e-01,3.544191e-02,3.537937e-02,3.446075e-02,4.962410e-02,1.109734e-04,7.541843e-07,-4.420278e-05,-6.752338e-05,1.752918e-03
2.550000e-01,3.549145e-02,3.542135e-02,3.451504e-02,4.944593e-02,1.109734e-04,7.514069e-07,-4.410564e-05,-6.761775e-05,1.746624e-03
2.560000e-01,3.554080e-02,3.546315e-02,3.456916e-02,4.926891e-02,1.109734e-04,7.486479e-07,-4.400885e-05,-6.771179e-05,1.740371e-03
2.570000e-01,3.558998e-02,3.550477e-02,3.462312e-02,4.909302e-02,1.109734e-04,7.459071e-07,-4.391242e-05,-6.780549e-05,1.734158e-03
2.580000e-01,3.563899e-02,3.554620e-02,3.467692e-02,4.891825e-02,1.109734e-04,7.431844e-07,-4.381635e-05,-6.789885e-05,1.727984e-03
2.590000e-01,3.568782e-02,3.558745e-02,3.473056e-02,4.874459e-02,1.109734e-04,7.404796e-07,-4.372062e-05,-6.799188e-05,1.721850e-03
2.600000e-01,3.573648e-02,3.562851e-02,3.478404e-02,4.857202e-02,1.109734e-04,7.377924e-07,-4.362524e-05,-6.808459e-05,1.715754e-03
2.610000e-01,3.578496e-02,3.566940e-02,3.483737e-02,4.840054e-02,1.109734e-04,7.351227e-07,-4.353020e-05,-6.817696e-05,1.709697e-03
2.620000e-01,3.583328e-02,3.571011e-02,3.489054e-02,4.823013e-02,1.109734e-04,7.324704e-07,-4.343551e-05,-6.826901e-05,1.703677e-03
2.630000e-01,3.588143e-02,3.575065e-02,3.494355e-02,4.806079e-02,1.109734e-04,7.298351e-07,-4.334115e-05,-6.836074e-05,1.697696e-03
2.640000e-01,3.592940e-02,3.579100e-02,3.499641e-02,4.789250e-02,1.109734e-04,7.272169e-07,-4.324714e-05,-6.845214e-05,1.691751e-03
2.650000e-01,3.597721e-02,3.583119e-02,3.504911e-02,4.772526e-02,1.109734e-04,7.246154e-07,-4.315346e-05,-6.854323e-05,1.685843e-03
2.660000e-01,3.602485e-02,3.587120e-02,3.510167e-02,4.755905e-02,1.109734e-04,7.220305e-07,-4.306012e-05,-6.863399e-05,1.679972e-03
2.670000e-01,3.607233e-02,3.591103e-02,3.515407e-02,4.739386e-02,1.109734e-04,7.194620e-07,-4.296711e-05,-6.872444e-05,1.674137e-03
2.680000e-01,3.611964e-02,3.595070e-02,3.520632e-02,4.722968e-02,1.109734e-04,7.169098e-07,-4.287443e-05,-6.881458e-05,1.668338e-03
2.690000e-01,3.616679e-02,3.599019e-02,3.525842e-02,4.706651e-02,1.109734e-04,7.143738e-07,-4.278207e-05,-6.890441e-05,1.662574e-03
2.700000e-01,3.621377e-02,3.602952e-02,3.531037e-02,4.690433e-02,1.109734e-04,7.118537e-07,-4.269004e-05,-6.899392e-05,1.656845e-03
2.710000e-01,3.626060e-02,3.606868e-02,3.536217e-02,4.674314e-02,1.109734e-04,7.093494e-07,-4.259834e-05,-6.908313e-05,1.651151e-03
2.720000e-01,3.630726e-02,3.610767e-02,3.541382e-02,4.658292e-02,1.109734e-04,7.068607e-07,-4.250696e-05,-6.917203e-05,1.645491e-03
2.730000e-01,3.635376e-02,3.614649e-02,3.546533e-02,4.642366e-02,1.109734e-04,7.043875e-07,-4.241589e-05,-6.926063e-05,1.639866e-03
2.740000e-01,3.640011e-02,3.618515e-02,3.551669e-02,4.626536e-02,1.109734e-04,7.019296e-07,-4.232515e-05,-6.934892e-05,1.634274e-03
2.750000e-01,3.644630e-02,3.622365e-02,3.556791e-02,4.610801e-02,1.109734e-04,6.994869e-07,-4.223472e-05,-6.943692e-05,1.628716e-03
2.760000e-01,3.649232e-02,3.626198e-02,3.561898e-02,4.595160e-02,1.109734e-04,6.970593e-07,-4.214461e-05,-6.952461e-05,1.623190e-03
2.770000e-01,3.653820e-02,3.630015e-02,3.566991e-02,4.579611e-02,1.109734e-04,6.946465e-07,-4.205480e-05,-6.961201e-05,1.617698e-03
2.780000e-01,3.658392e-02,3.633817e-02,3.572070e-02,4.564155e-02,1.109734e-04,6.922485e-07,-4.196531e-05,-6.969911e-05,1.612238e-03
2.790000e-01,3.662948e-02,3.637602e-02,3.577134e-02,4.548789e-02,1.109734e-04,6.898650e-07,-4.187612e-05,-6.978592e-05,1.606811e-03
2.800000e-01,3.667489e-02,3.641371e-02,3.582184e-02,4.533515e-02,1.109734e-04,6.874960e-07,-4.178724e-05,-6.987244e-05,1.601415e-03
2.810000e-01,3.672015e-02,3.645125e-02,3.587221e-02,4.518329e-02,1.109734e-04,6.851414e-07,-4.169867e-05,-6.995867e-05,1.596051e-03
2.820000e-01,3.676526e-02,3.648863e-02,3.592243e-02,4.503232e-02,1.109734e-04,6.828009e-07,-4.161040e-05,-7.004461e-05,1.590718e-03
2.830000e-01,3.681022e-02,3.652585e-02,3.597252e-02,4.488224e-02,1.109734e-04,6.804744e-07,-4.152243e-05,-7.013026e-05,1.585416e-03
2.840000e-01,3.685503e-02,3.656292e-02,3.602247e-02,4.473302e-02,1.109734e-04,6.781619e-07,-4.143475e-05,-7.021562e-05,1.580146e-03
2.850000e-01,3.689968e-02,3.659984e-02,3.607228e-02,4.458466e-02,1.109734e-04,6.758632e-07,-4.134738e-05,-7.030071e-05,1.574905e-03
2.860000e-01,3.694419e-02,3.663660e-02,3.612196e-02,4.443716e-02,1.109734e-04,6.735781e-07,-4.126030e-05,-7.038551e-05,1.569695e-03
2.870000e-01,3.698856e-02,3.667321e-02,3.617149e-02,4.429051e-02,1.109734e-04,6.713065e-07,-4.117351e-05,-7.047003e-05,1.564514e-03
2.880000e-01,3.703278e-02,3.670968e-02,3.622090e-02,4.414469e-02,1.109734e-04,6.690483e-07,-4.108702e-05,-7.055427e-05,1.559364e-03
2.890000e-01,3.707685e-02,3.674599e-02,3.627017e-02,4.399971e-02,1.109734e-04,6.668034e-07,-4.100082e-05,-7.063824e-05,1.554242e-03
2.900000e-01,3.712078e-02,3.678215e-02,3.631931e-02,4.385555e-02,1.109734e-04,6.645716e-07,-4.091490e-05,-7.072193e-05,1.549150e-03
2.910000e-01,3.716456e-02,3.681816e-02,3.636831e-02,4.371221e-02,1.109734e-04,6.623529e-07,-4.082927e-05,-7.080534e-05,1.544087e-03
2.920000e-01,3.720820e-02,3.685403e-02,3.641719e-02,4.356968e-02,1.109734e-04,6.601471e-07,-4.074393e-05,-7.088849e-05,1.539052e-03
2.930000e-01,3.725170e-02,3.688975e-02,3.646593e-02,4.342795e-02,1.109734e-04,6.579541e-07,-4.065887e-05,-7.097136e-05,1.534045e-03
2.940000e-01,3.729506e-02,3.692533e-02,3.651454e-02,4.328702e-02,1.109734e-04,6.557737e-07,-4.057409e-05,-7.105396e-05,1.529067e-03
2.950000e-01,3.733827e-02,3.696076e-02,3.656302e-02,4.314687e-02,1.109734e-04,6.536059e-07,-4.048959e-05,-7.113630e-05,1.524117e-03
2.960000e-01,3.738135e-02,3.699605e-02,3.661137e-02,4.300751e-02,1.109734e-04,6.514505e-07,-4.040537e-05,-7.121837e-05,1.519194e-03
2.970000e-01,3.742429e-02,3.703119e-02,3.665960e-02,4.286892e-02,1.109734e-04,6.493075e-07,-4.032143e-05,-7.130018e-05,1.514298e-03
2.980000e-01,3.746709e-02,3.706620e-02,3.670770e-02,4.273110e-02,1.109734e-04,6.471767e-07,-4.023777e-05,-7.138172e-05,1.509430e-03
2.990000e-01,3.750975e-02,3.710106e-02,3.675566e-02,4.259404e-02,1.109734e-04,6.450580e-07,-4.015437e-05,-7.146300e-05,1.504588e-03
3.000000e-01,3.755228e-02,3.713578e-02,3.680351e-02,4.245773e-02,1.109734e-04,6.429513e-07,-4.007125e-05,-7.154402e-05,1.499773e-03
3.010000e-01,3.759467e-02,3.717037e-02,3.685123e-02,4.232217e-02,1.109734e-04,6.408565e-07,-3.998840e-05,-7.162478e-05,1.494985e-03
3.020000e-01,3.763692e-02,3.720481e-02,3.689882e-02,4.218736e-02,1.109734e-04,6.387735e-07,-3.990582e-05,-7.170528e-05,1.490223e-03
3.030000e-01,3.767904e-02,3.723912e-02,3.694629e-02,4.205328e-02,1.109734e-04,6.367021e-07,-3.982351e-05,-7.178553e-05,1.485487e-03
3.040000e-01,3.772103e-02,3.727329e-02,3.699363e-02,4.191992e-02,1.109734e-04,6.346424e-07,-3.974146e-05,-7.186552e-05,1.480776e-03
3.050000e-01,3.776288e-02,3.730732e-02,3.704085e-02,4.178729e-02,1.109734e-04,6.325941e-07,-3.965968e-05,-7.194526e-05,1.476091e-03
3.060000e-01,3.780460e-02,3.734122e-02,3.708795e-02,4.165538e-02,1.109734e-04,6.305572e-07,-3.957816e-05,-7.202475e-05,1.471431e-03
3.070000e-01,3.784619e-02,3.737499e-02,3.713493e-02,4.152418e-02,1.109734e-04,6.285316e-07,-3.949691e-05,-7.210398e-05,1.466797e-03
3.080000e-01,3.788765e-02,3.740862e-02,3.718178e-02,4.139368e-02,1.109734e-04,6.265171e-07,-3.941591e-05,-7.218297e-05,1.462187e-03
3.090000e-01,3.792898e-02,3.744211e-02,3.722852e-02,4.126388e-02,1.109734e-04,6.245138e-07,-3.933518e-05,-7.226171e-05,1.457602e-03
3.100000e-01,3.797018e-02,3.747548e-02,3.727513e-02,4.113477e-02,1.109734e-04,6.225214e-07,-3.925470e-05,-7.234020e-05,1.453041e-03
3.110000e-01,3.801125e-02,3.750872e-02,3.732163e-02,4.100635e-02,1.109734e-04,6.205400e-07,-3.917447e-05,-7.241845e-05,1.448505e-03
3.120000e-01,3.805219e-02,3.754182e-02,3.736801e-02,4.087862e-02,1.109734e-04,6.185693e-07,-3.909451e-05,-7.249645e-05,1.443993e-03
3.130000e-01,3.809301e-02,3.757479e-02,3.741427e-02,4.075155e-02,1.109734e-04,6.166093e-07,-3.901479e-05,-7.257421e-05,1.439505e-03
3.140000e-01,3.813370e-02,3.760764e-02,3.746041e-02,4.062516e-02,1.109734e-04,6.146600e-07,-3.893533e-05,-7.265173e-05,1.435040e-03
3.150000e-01,3.817426e-02,3.764036e-02,3.750643e-02,4.049943e-02,1.109734e-04,6.127211e-07,-3.885612e-05,-7.272901e-05,1.430599e-03
3.160000e-01,3.821470e-02,3.767295e-02,3.755234e-02,4.037436e-02,1.109734e-04,6.107928e-07,-3.877715e-05,-7.280605e-05,1.426181e-03
3.170000e-01,3.825501e-02,3.770541e-02,3.759813e-02,4.024995e-02,1.109734e-04,6.088747e-07,-3.869844e-05,-7.288285e-05,1.421786e-03
3.180000e-01,3.829520e-02,3.773774e-02,3.764381e-02,4.012618e-02,1.109734e-04,6.069669e-07,-3.861997e-05,-7.295941e-05,1.417414e-03
3.190000e-01,3.833526e-02,3.776995e-02,3.768937e-02,4.000305e-02,1.109734e-04,6.050693e-07,-3.854175e-05,-7.303574e-05,1.413065e-03
3.200000e-01,3.837520e-02,3.780204e-02,3.773482e-02,3.988057e-02,1.109734e-04,6.031818e-07,-3.846377e-05,-7.311184e-05,1.408738e-03
3.210000e-01,3.841502e-02,3.783400e-02,3.778015e-02,3.975871e-02,1.109734e-04,6.013043e-07,-3.838603e-05,-7.318770e-05,1.404434e-03
3.220000e-01,3.845472e-02,3.786584e-02,3.782537e-02,3.963748e-02,1.109734e-04,5.994368e-07,-3.830854e-05,-7.326334e-05,1.400151e-03
3.230000e-01,3.849430e-02,3.789756e-02,3.787048e-02,3.951688e-02,1.109734e-04,5.975790e-07,-3.823128e-05,-7.333874e-05,1.395891e-03
3.240000e-01,3.853375e-02,3.792915e-02,3.791548e-02,3.939689e-02,1.109734e-04,5.957310e-07,-3.815427e-05,-7.341391e-05,1.391653e-03
3.250000e-01,3.857309e-02,3.796062e-02,3.796037e-02,3.927752e-02,1.109734e-04,5.938927e-07,-3.807749e-05,-7.348885e-05,1.387436e-03
3.260000e-01,3.861231e-02,3.799198e-02,3.800514e-02,3.915875e-02,1.109734e-04,5.920640e-07,-3.800095e-05,-7.356357e-05,1.383240e-03
3.270000e-01,3.865141e-02,3.802321e-02,3.804980e-02,3.904058e-02,1.109734e-04,5.902449e-07,-3.792464e-05,-7.363806e-05,1.379066e-03
3.280000e-01,3.869039e-02,3.805432e-02,3.809436e-02,3.892302e-02,1.109734e-04,5.884351e-07,-3.784857e-05,-7.371233e-05,1.374914e-03
3.290000e-01,3.872925e-02,3.808532e-02,3.813881e-02,3.880604e-02,1.109734e-04,5.866348e-07,-3.777273e-05,-7.378638e-05,1.370782e-03
3.300000e-01,3.876800e-02,3.811619e-02,3.818314e-02,3.868966e-02,1.109734e-04,5.848437e-07,-3.769712e-05,-7.386020e-05,1.366670e-03
3.310000e-01,3.880663e-02,3.814695e-02,3.822737e-02,3.857386e-02,1.109734e-04,5.830618e-07,-3.762174e-05,-7.393380e-05,1.362580e-03
3.320000e-01,3.884515e-02,3.817759e-02,3.827149e-02,3.845864e-02,1.109734e-04,5.812891e-07,-3.754659e-05,-7.400718e-05,1.358510e-03
3.330000e-01,3.888355e-02,3.820812e-02,3.831551e-02,3.834399e-02,1.109734e-04,5.795255e-07,-3.747167e-05,-7.408034e-05,1.354460e-03
3.340000e-01,3.892184e-02,3.823853e-02,3.835941e-02,3.822991e-02,1.109734e-04,5.777708e-07,-3.739698e-05,-7.415328e-05,1.350430e-03
3.350000e-01,3.896001e-02,3.826883e-02,3.840322e-02,3.811641e-02,1.109734e-04,5.760251e-07,-3.732251e-05,-7.422601e-05,1.346421e-03
3.360000e-01,3.899807e-02,3.829901e-02,3.844691e-02,3.800346e-02,1.109734e-04,5.742882e-07,-3.724827e-05,-7.429852e-05,1.342431e-03
3.370000e-01,3.903602e-02,3.832908e-02,3.849050e-02,3.789107e-02,1.109734e-04,5.725602e-07,-3.717425e-05,-7.437082e-05,1.338461e-03
