times[s],height[m],height_up[m],height_down[m],velocity[m/s],capillary_force[N],inertia_force[N],viscous_force[N],gravity_force[N],Reynolds_Number
5.490000e-01,4.517951e-02,4.284096e-02,4.592954e-02,2.222067e-02,1.109734e-04,3.335479e-07,-2.523123e-05,-8.607531e-05,7.849210e-04
5.500000e-01,4.520171e-02,4.285582e-02,4.595809e-02,2.217188e-02,1.109734e-04,3.328094e-07,-2.518821e-05,-8.611760e-05,7.831977e-04
5.510000e-01,4.522386e-02,4.287063e-02,4.598659e-02,2.212325e-02,1.109734e-04,3.320732e-07,-2.514528e-05,-8.615980e-05,7.814800e-04
5.520000e-01,4.524596e-02,4.288540e-02,4.601503e-02,2.207478e-02,1.109734e-04,3.313394e-07,-2.510244e-05,-8.620190e-05,7.797677e-04
5.530000e-01,4.526801e-02,4.290013e-02,4.604344e-02,2.202646e-02,1.109734e-04,3.306079e-07,-2.505970e-05,-8.624391e-05,7.780608e-04
5.540000e-01,4.529001e-02,4.291481e-02,4.607179e-02,2.197829e-02,1.109734e-04,3.298788e-07,-2.501706e-05,-8.628583e-05,7.763594e-04
5.550000e-01,4.531196e-02,4.292945e-02,4.610010e-02,2.193028e-02,1.109734e-04,3.291520e-07,-2.497450e-05,-8.632765e-05,7.746633e-04
5.560000e-01,4.533387e-02,4.294405e-02,4.612835e-02,2.188241e-02,1.109734e-04,3.284276e-07,-2.493204e-05,-8.636939e-05,7.729726e-04
5.570000e-01,4.535573e-02,4.295860e-02,4.615657e-02,2.183470e-02,1.109734e-04,3.277055e-07,-2.488968e-05,-8.641103e-05,7.712873e-04
5.580000e-01,4.537754e-02,4.297311e-02,4.618473e-02,2.178714e-02,1.109734e-04,3.269857e-07,-2.484741e-05,-8.645259e-05,7.696072e-04
5.590000e-01,4.539930e-02,4.298757e-02,4.621285e-02,2.173973e-02,1.109734e-04,3.262681e-07,-2.480523e-05,-8.649405e-05,7.679325e-04
5.600000e-01,4.542102e-02,4.300200e-02,4.624092e-02,2.169247e-02,1.109734e-04,3.255529e-07,-2.476314e-05,-8.653542e-05,7.662630e-04
5.610000e-01,4.544269e-02,4.301638e-02,4.626894e-02,2.164535e-02,1.109734e-04,3.248400e-07,-2.472114e-05,-8.657671e-05,7.645987e-04
5.620000e-01,4.546431e-02,4.303071e-02,4.629692e-02,2.159839e-02,1.109734e-04,3.241293e-07,-2.467924e-05,-8.661790e-05,7.629397e-04
5.630000e-01,4.548589e-02,4.304501e-02,4.632485e-02,2.155157e-02,1.109734e-04,3.234208e-07,-2.463743e-05,-8.665901e-05,7.612859e-04
5.640000e-01,4.550741e-02,4.305926e-02,4.635274e-02,2.150489e-02,1.109734e-04,3.227146e-07,-2.459571e-05,-8.670002e-05,7.596372e-04
5.650000e-01,4.552890e-02,4.307347e-02,4.638058e-02,2.145837e-02,1.109734e-04,3.220107e-07,-2.455408e-05,-8.674095e-05,7.579937e-04
5.660000e-01,4.555033e-02,4.308764e-02,4.640837e-02,2.141199e-02,1.109734e-04,3.213089e-07,-2.451254e-05,-8.678179e-05,7.563552e-04
5.670000e-01,4.557172e-02,4.310177e-02,4.643612e-02,2.136575e-02,1.109734e-04,3.206094e-07,-2.447109e-05,-8.682254e-05,7.547219e-04
5.680000e-01,4.559306e-02,4.311586e-02,4.646382e-02,2.131965e-02,1.109734e-04,3.199120e-07,-2.442973e-05,-8.686320e-05,7.530937e-04
5.690000e-01,4.561436e-02,4.312990e-02,4.649148e-02,2.127370e-02,1.109734e-04,3.192169e-07,-2.438847e-05,-8.690377e-05,7.514705e-04
5.700000e-01,4.563561e-02,4.314390e-02,4.651909e-02,2.122789e-02,1.109734e-04,3.185239e-07,-2.434729e-05,-8.694426e-05,7.498524e-04
5.710000e-01,4.565682e-02,4.315787e-02,4.654665e-02,2.118222e-02,1.109734e-04,3.178331e-07,-2.430620e-05,-8.698466e-05,7.482392e-04
5.720000e-01,4.567797e-02,4.317179e-02,4.657417e-02,2.113670e-02,1.109734e-04,3.171445e-07,-2.426520e-05,-8.702497e-05,7.466310e-04
5.730000e-01,4.569909e-02,4.318567e-02,4.660165e-02,2.109131e-02,1.109734e-04,3.164580e-07,-2.422429e-05,-8.706520e-05,7.450278e-04
5.740000e-01,4.572016e-02,4.319951e-02,4.662908e-02,2.104607e-02,1.109734e-04,3.157737e-07,-2.418346e-05,-8.710534e-05,7.434296e-04
5.750000e-01,4.574118e-02,4.321330e-02,4.665647e-02,2.100096e-02,1.109734e-04,3.150915e-07,-2.414273e-05,-8.714539e-05,7.418362e-04
5.760000e-01,4.576216e-02,4.322706e-02,4.668381e-02,2.095599e-02,1.109734e-04,3.144114e-07,-2.410208e-05,-8.718536e-05,7.402477e-04
5.770000e-01,4.578309e-02,4.324078e-02,4.671110e-02,2.091116e-02,1.109734e-04,3.137334e-07,-2.406152e-05,-8.722524e-05,7.386641e-04
5.780000e-01,4.580398e-02,4.325446e-02,4.673836e-02,2.086647e-02,1.109734e-04,3.130575e-07,-2.402105e-05,-8.726504e-05,7.370854e-04
5.790000e-01,4.582483e-02,4.326810e-02,4.676556e-02,2.082191e-02,1.109734e-04,3.123838e-07,-2.398067e-05,-8.730475e-05,7.355115e-04
5.800000e-01,4.584563e-02,4.328169e-02,4.679273e-02,2.077749e-02,1.109734e-04,3.117121e-07,-2.394037e-05,-8.734438e-05,7.339424e-04
5.810000e-01,4.586638e-02,4.329525e-02,4.681985e-02,2.073320e-02,1.109734e-04,3.110424e-07,-2.390016e-05,-8.738392e-05,7.323781e-04
5.820000e-01,4.588709e-02,4.330877e-02,4.684692e-02,2.068905e-02,1.109734e-04,3.103749e-07,-2.386003e-05,-8.742338e-05,7.308185e-04
5.830000e-01,4.590776e-02,4.332225e-02,4.687395e-02,2.064504e-02,1.109734e-04,3.097094e-07,-2.381999e-05,-8.746275e-05,7.292637e-04
5.840000e-01,4.592838e-02,4.333569e-02,4.690094e-02,2.060116e-02,1.109734e-04,3.090459e-07,-2.378004e-05,-8.750204e-05,7.277136e-04
5.850000e-01,4.594896e-02,4.334909e-02,4.692789e-02,2.055741e-02,1.109734e-04,3.083845e-07,-2.374017e-05,-8.754125e-05,7.261682e-04
5.860000e-01,4.596950e-02,4.336245e-02,4.695479e-02,2.051379e-02,1.109734e-04,3.077251e-07,-2.370039e-05,-8.758037e-05,7.246274e-04
5.870000e-01,4.598999e-02,4.337577e-02,4.698165e-02,2.047030e-02,1.109734e-04,3.070677e-07,-2.366069e-05,-8.761941e-05,7.230914e-04
5.880000e-01,4.601044e-02,4.338906e-02,4.700846e-02,2.042695e-02,1.109734e-04,3.064123e-07,-2.362108e-05,-8.765837e-05,7.215599e-04
5.890000e-01,4.603084e-02,4.340230e-02,4.703523e-02,2.038373e-02,1.109734e-04,3.057589e-07,-2.358155e-05,-8.769725e-05,7.200331e-04
5.900000e-01,4.605120e-02,4.341551e-02,4.706196e-02,2.034063e-02,1.109734e-04,3.051075e-07,-2.354211e-05,-8.773604e-05,7.185109e-04
5.910000e-01,4.607152e-02,4.342868e-02,4.708865e-02,2.029767e-02,1.109734e-04,3.044581e-07,-2.350275e-05,-8.777475e-05,7.169933e-04
5.920000e-01,4.609180e-02,4.344181e-02,4.711529e-02,2.025484e-02,1.109734e-04,3.038107e-07,-2.346347e-05,-8.781338e-05,7.154802e-04
5.930000e-01,4.611203e-02,4.345490e-02,4.714189e-02,2.021213e-02,1.109734e-04,3.031653e-07,-2.342428e-05,-8.785193e-05,7.139716e-04
5.940000e-01,4.613222e-02,4.346796e-02,4.716845e-02,2.016955e-02,1.109734e-04,3.025217e-07,-2.338517e-05,-8.789040e-05,7.124676e-04
5.950000e-01,4.615237e-02,4.348097e-02,4.719496e-02,2.012710e-02,1.109734e-04,3.018802e-07,-2.334614e-05,-8.792879e-05,7.109681e-04
5.960000e-01,4.617248e-02,4.349395e-02,4.722144e-02,2.008478e-02,1.109734e-04,3.012406e-07,-2.330720e-05,-8.796709e-05,7.094730e-04
5.970000e-01,4.619254e-02,4.350689e-02,4.724787e-02,2.004258e-02,1.109734e-04,3.006029e-07,-2.326834e-05,-8.800532e-05,7.079824e-04
5.980000e-01,4.621256e-02,4.351980e-02,4.727426e-02,2.000051e-02,1.109734e-04,2.999671e-07,-2.322956e-05,-8.804346e-05,7.064963e-04
5.990000e-01,4.623254e-02,4.353266e-02,4.730061e-02,1.995856e-02,1.109734e-04,2.993332e-07,-2.319086e-05,-8.808153e-05,7.050145e-04
6.000000e-01,4.625248e-02,4.354549e-02,4.732691e-02,1.991674e-02,1.109734e-04,2.987013e-07,-2.315224e-05,-8.811951e-05,7.035372e-04
6.010000e-01,4.627238e-02,4.355828e-02,4.735317e-02,1.987504e-02,1.109734e-04,2.980712e-07,-2.311371e-05,-8.815742e-05,7.020642e-04
6.020000e-01,4.629223e-02,4.357104e-02,4.737940e-02,1.983346e-02,1.109734e-04,2.974430e-07,-2.307525e-05,-8.819524e-05,7.005956e-04
6.030000e-01,4.631204e-02,4.358376e-02,4.740558e-02,1.979201e-02,1.109734e-04,2.968168e-07,-2.303688e-05,-8.823299e-05,6.991314e-04
6.040000e-01,4.633182e-02,4.359644e-02,4.743172e-02,1.975068e-02,1.109734e-04,2.961923e-07,-2.299859e-05,-8.827066e-05,6.976714e-04
6.050000e-01,4.635155e-02,4.360909e-02,4.745781e-02,1.970947e-02,1.109734e-04,2.955698e-07,-2.296038e-05,-8.830825e-05,6.962158e-04
6.060000e-01,4.637123e-02,4.362170e-02,4.748387e-02,1.966839e-02,1.109734e-04,2.949491e-07,-2.292225e-05,-8.834576e-05,6.947645e-04
6.070000e-01,4.639088e-02,4.363427e-02,4.750989e-02,1.962742e-02,1.109734e-04,2.943302e-07,-2.288420e-05,-8.838319e-05,6.933174e-04
6.080000e-01,4.641049e-02,4.364681e-02,4.753586e-02,1.958657e-02,1.109734e-04,2.937132e-07,-2.284623e-05,-8.842055e-05,6.918746e-04
6.090000e-01,4.643006e-02,4.365931e-02,4.756180e-02,1.954585e-02,1.109734e-04,2.930980e-07,-2.280834e-05,-8.845782e-05,6.904360e-04
6.100000e-01,4.644958e-02,4.367177e-02,4.758769e-02,1.950524e-02,1.109734e-04,2.924847e-07,-2.277052e-05,-8.849502e-05,6.890016e-04
6.110000e-01,4.646907e-02,4.368420e-02,4.761354e-02,1.946475e-02,1.109734e-04,2.918731e-07,-2.273279e-05,-8.853215e-05,6.875714e-04
6.120000e-01,4.648851e-02,4.369660e-02,4.763936e-02,1.942439e-02,1.109734e-04,2.912634e-07,-2.269514e-05,-8.856919e-05,6.861455e-04
6.130000e-01,4.650791e-02,4.370895e-02,4.766513e-02,1.938413e-02,1.109734e-04,2.906554e-07,-2.265756e-05,-8.860616e-05,6.847236e-04
6.140000e-01,4.652728e-02,4.372128e-02,4.769086e-02,1.934400e-02,1.109734e-04,2.900493e-07,-2.262006e-05,-8.864305e-05,6.833059e-04
6.150000e-01,4.654660e-02,4.373356e-02,4.771655e-02,1.930398e-02,1.109734e-04,2.894449e-07,-2.258264e-05,-8.867987e-05,6.818924e-04
6.160000e-01,4.656589e-02,4.374582e-02,4.774220e-02,1.926408e-02,1.109734e-04,2.888423e-07,-2.254530e-05,-8.871661e-05,6.804829e-04
6.170000e-01,4.658513e-02,4.375803e-02,4.776782e-02,1.922430e-02,1.109734e-04,2.882415e-07,-2.250804e-05,-8.875327e-05,6.790775e-04
6.180000e-01,4.660434e-02,4.377022e-02,4.779339e-02,1.918463e-02,1.109734e-04,2.876424e-07,-2.247085e-05,-8.878986e-05,6.776762e-04
6.190000e-01,4.662350e-02,4.378236e-02,4.781892e-02,1.914507e-02,1.109734e-04,2.870451e-07,-2.243374e-05,-8.882637e-05,6.762790e-04
6.200000e-01,4.664263e-02,4.379448e-02,4.784441e-02,1.910563e-02,1.109734e-04,2.864496e-07,-2.239671e-05,-8.886281e-05,6.748858e-04
6.210000e-01,4.666171e-02,4.380655e-02,4.786987e-02,1.906631e-02,1.109734e-04,2.858558e-07,-2.235976e-05,-8.889917e-05,6.734966e-04
6.220000e-01,4.668076e-02,4.381860e-02,4.789528e-02,1.902709e-02,1.109734e-04,2.852637e-07,-2.232288e-05,-8.893546e-05,6.721115e-04
6.230000e-01,4.669977e-02,4.383061e-02,4.792065e-02,1.898799e-02,1.109734e-04,2.846733e-07,-2.228608e-05,-8.897167e-05,6.707303e-04
6.240000e-01,4.671873e-02,4.384258e-02,4.794599e-02,1.894900e-02,1.109734e-04,2.840847e-07,-2.224935e-05,-8.900781e-05,6.693531e-04
6.250000e-01,4.673766e-02,4.385453e-02,4.797128e-02,1.891013e-02,1.109734e-04,2.834977e-07,-2.221270e-05,-8.904387e-05,6.679798e-04
6.260000e-01,4.675655e-02,4.386643e-02,4.799654e-02,1.887136e-02,1.109734e-04,2.829125e-07,-2.217612e-05,-8.907986e-05,6.666105e-04
6.270000e-01,4.677541e-02,4.387831e-02,4.802176e-02,1.883271e-02,1.109734e-04,2.823290e-07,-2.213962e-05,-8.911578e-05,6.652451e-04
6.280000e-01,4.679422e-02,4.389015e-02,4.804694e-02,1.879417e-02,1.109734e-04,2.817471e-07,-2.210320e-05,-8.915162e-05,6.638837e-04
6.290000e-01,4.681300e-02,4.390195e-02,4.807208e-02,1.875573e-02,1.109734e-04,2.811670e-07,-2.206685e-05,-8.918739e-05,6.625261e-04
6.300000e-01,4.683173e-02,4.391373e-02,4.809718e-02,1.871741e-02,1.109734e-04,2.805885e-07,-2.203058e-05,-8.922309e-05,6.611724e-04
6.310000e-01,4.685043e-02,4.392547e-02,4.812224e-02,1.867920e-02,1.109734e-04,2.800116e-07,-2.199438e-05,-8.925871e-05,6.598225e-04
6.320000e-01,4.686909e-02,4.393717e-02,4.814727e-02,1.864109e-02,1.109734e-04,2.794365e-07,-2.195825e-05,-8.929426e-05,6.584765e-04
6.330000e-01,4.688771e-02,4.394884e-02,4.817226e-02,1.860310e-02,1.109734e-04,2.788630e-07,-2.192220e-05,-8.932974e-05,6.571343e-04
6.340000e-01,4.690630e-02,4.396048e-02,4.819720e-02,1.856521e-02,1.109734e-04,2.782911e-07,-2.188622e-05,-8.936515e-05,6.557959e-04
6.350000e-01,4.692484e-02,4.397209e-02,4.822211e-02,1.852743e-02,1.109734e-04,2.777209e-07,-2.185032e-05,-8.940048e-05,6.544614e-04
6.360000e-01,4.694335e-02,4.398367e-02,4.824699e-02,1.848975e-02,1.109734e-04,2.771523e-07,-2.181449e-05,-8.943575e-05,6.531306e-04
6.370000e-01,4.696182e-02,4.399521e-02,4.827182e-02,1.845219e-02,1.109734e-04,2.765853e-07,-2.177873e-05,-8.947094e-05,6.518035e-04
6.380000e-01,4.698026e-02,4.400672e-02,4.829662e-02,1.841472e-02,1.109734e-04,2.760199e-07,-2.174305e-05,-8.950606e-05,6.504802e-04
6.390000e-01,4.699865e-02,4.401819e-02,4.832138e-02,1.837737e-02,1.109734e-04,2.754562e-07,-2.170744e-05,-8.954110e-05,6.491607e-04
6.400000e-01,4.701701e-02,4.402964e-02,4.834610e-02,1.834012e-02,1.109734e-04,2.748941e-07,-2.167190e-05,-8.957608e-05,6.478449e-04
6.410000e-01,4.703533e-02,4.404105e-02,4.837078e-02,1.830297e-02,1.109734e-04,2.743336e-07,-2.163644e-05,-8.961099e-05,6.465327e-04
6.420000e-01,4.705362e-02,4.405243e-02,4.839543e-02,1.826593e-02,1.109734e-04,2.737746e-07,-2.160104e-05,-8.964582e-05,6.452243e-04
6.430000e-01,4.707186e-02,4.406378e-02,4.842004e-02,1.822899e-02,1.109734e-04,2.732173e-07,-2.156572e-05,-8.968059e-05,6.439195e-04
6.440000e-01,4.709007e-02,4.407509e-02,4.844461e-02,1.819216e-02,1.109734e-04,2.726615e-07,-2.153047e-05,-8.971528e-05,6.426184e-04
6.450000e-01,4.710825e-02,4.408638e-02,4.846914e-02,1.815543e-02,1.109734e-04,2.721073e-07,-2.149529e-05,-8.974991e-05,6.413210e-04
6.460000e-01,4.712639e-02,4.409763e-02,4.849364e-02,1.811880e-02,1.109734e-04,2.715547e-07,-2.146019e-05,-8.978446e-05,6.400272e-04
6.470000e-01,4.714449e-02,4.410885e-02,4.851810e-02,1.808228e-02,1.109734e-04,2.710036e-07,-2.142515e-05,-8.981894e-05,6.387369e-04
6.480000e-01,4.716255e-02,4.412004e-02,4.854252e-02,1.804585e-02,1.109734e-04,2.704541e-07,-2.139019e-05,-8.985336e-05,6.374503e-04
6.490000e-01,4.718058e-02,4.413119e-02,4.856691e-02,1.800953e-02,1.109734e-04,2.699061e-07,-2.135529e-05,-8.988771e-05,6.361673e-04
6.500000e-01,4.719857e-02,4.414232e-02,4.859126e-02,1.797331e-02,1.109734e-04,2.693597e-07,-2.132047e-05,-8.992198e-05,6.348878e-04
6.510000e-01,4.721652e-02,4.415341e-02,4.861557e-02,1.793719e-02,1.109734e-04,2.688148e-07,-2.128572e-05,-8.995619e-05,6.336119e-04
6.520000e-01,4.723444e-02,4.416448e-02,4.863985e-02,1.790117e-02,1.109734e-04,2.682714e-07,-2.125104e-05,-8.999033e-05,6.323396e-04
6.530000e-01,4.725233e-02,4.417551e-02,4.866409e-02,1.786525e-02,1.109734e-04,2.677296e-07,-2.121643e-05,-9.002440e-05,6.310708e-04
6.540000e-01,4.727017e-02,4.418651e-02,4.868829e-02,1.782943e-02,1.109734e-04,2.671893e-07,-2.118188e-05,-9.005840e-05,6.298054e-04
6.550000e-01,4.728799e-02,4.419748e-02,4.871246e-02,1.779371e-02,1.109734e-04,2.666504e-07,-2.114741e-05,-9.009234e-05,6.285436e-04
6.560000e-01,4.730576e-02,4.420842e-02,4.873659e-02,1.775809e-02,1.109734e-04,2.661131e-07,-2.111301e-05,-9.012620e-05,6.272853e-04
6.570000e-01,4.732350e-02,4.421933e-02,4.876069e-02,1.772256e-02,1.109734e-04,2.655773e-07,-2.107867e-05,-9.016000e-05,6.260305e-04
6.580000e-01,4.734121e-02,4.423021e-02,4.878475e-02,1.768714e-02,1.109734e-04,2.650430e-07,-2.104441e-05,-9.019373e-05,6.247791e-04
6.590000e-01,4.735888e-02,4.424106e-02,4.880877e-02,1.765181e-02,1.109734e-04,2.645102e-07,-2.101021e-05,-9.022740e-05,6.235311e-04
6.600000e-01,4.737651e-02,4.425188e-02,4.883276e-02,1.761658e-02,1.109734e-04,2.639788e-07,-2.097609e-05,-9.026099e-05,6.222866e-04
6.610000e-01,4.739411e-02,4.426267e-02,4.885671e-02,1.758144e-02,1.109734e-04,2.634490e-07,-2.094203e-05,-9.029452e-05,6.210455e-04
6.620000e-01,4.741167e-02,4.427343e-02,4.888063e-02,1.754641e-02,1.109734e-04,2.629205e-07,-2.090804e-05,-9.032799e-05,6.198078e-04
6.630000e-01,4.742920e-02,4.428416e-02,4.890451e-02,1.751146e-02,1.109734e-04,2.623936e-07,-2.087412e-05,-9.036138e-05,6.185735e-04
6.640000e-01,4.744670e-02,4.429485e-02,4.892836e-02,1.747662e-02,1.109734e-04,2.618681e-07,-2.084026e-05,-9.039471e-05,6.173426e-04
6.650000e-01,4.746416e-02,4.430552e-02,4.895217e-02,1.744186e-02,1.109734e-04,2.613441e-07,-2.080648e-05,-9.042797e-05,6.161150e-04
6.660000e-01,4.748158e-02,4.431616e-02,4.897594e-02,1.740721e-02,1.109734e-04,2.608215e-07,-2.077276e-05,-9.046117e-05,6.148908e-04
6.670000e-01,4.749897e-02,4.432677e-02,4.899968e-02,1.737265e-02,1.109734e-04,2.603003e-07,-2.073911e-05,-9.049430e-05,6.136700e-04
6.680000e-01,4.751633e-02,4.433735e-02,4.902339e-02,1.733818e-02,1.109734e-04,2.597806e-07,-2.070552e-05,-9.052737e-05,6.124524e-04
6.690000e-01,4.753365e-02,4.434790e-02,4.904706e-02,1.730380e-02,1.109734e-04,2.592623e-07,-2.067200e-05,-9.056037e-05,6.112382e-04
6.700000e-01,4.755093e-02,4.435842e-02,4.907069e-02,1.726952e-02,1.109734e-04,2.587455e-07,-2.063855e-05,-9.059330e-05,6.100273e-04
6.710000e-01,4.756819e-02,4.436891e-02,4.909429e-02,1.723534e-02,1.109734e-04,2.582300e-07,-2.060517e-05,-9.062617e-05,6.088196e-04
6.720000e-01,4.758540e-02,4.437938e-02,4.911786e-02,1.720124e-02,1.109734e-04,2.577160e-07,-2.057185e-05,-9.065897e-05,6.076153e-04
6.730000e-01,4.760259e-02,4.438981e-02,4.914139e-02,1.716724e-02,1.109734e-04,2.572034e-07,-2.053860e-05,-9.069171e-05,6.064142e-04
6.740000e-01,4.761974e-02,4.440022e-02,4.916489e-02,1.713333e-02,1.109734e-04,2.566921e-07,-2.050542e-05,-9.072439e-05,6.052163e-04
6.750000e-01,4.763685e-02,4.441059e-02,4.918835e-02,1.709951e-02,1.109734e-04,2.561823e-07,-2.047230e-05,-9.075700e-05,6.040217e-04
6.760000e-01,4.765394e-02,4.442094e-02,4.921178e-02,1.706578e-02,1.109734e-04,2.556739e-07,-2.043924e-05,-9.078954e-05,6.028303e-04
6.770000e-01,4.767099e-02,4.443126e-02,4.923517e-02,1.703215e-02,1.109734e-04,2.551668e-07,-2.040626e-05,-9.082202e-05,6.016421e-04
6.780000e-01,4.768800e-02,4.444155e-02,4.925853e-02,1.699860e-02,1.109734e-04,2.546611e-07,-2.037333e-05,-9.085444e-05,6.004572e-04
6.790000e-01,4.770498e-02,4.445181e-02,4.928185e-02,1.696514e-02,1.109734e-04,2.541568e-07,-2.034048e-05,-9.088680e-05,5.992754e-04
6.800000e-01,4.772193e-02,4.446204e-02,4.930514e-02,1.693178e-02,1.109734e-04,2.536539e-07,-2.030768e-05,-9.091909e-05,5.980967e-04
6.810000e-01,4.773885e-02,4.447225e-02,4.932840e-02,1.689850e-02,1.109734e-04,2.531523e-07,-2.027496e-05,-9.095131e-05,5.969213e-04
6.820000e-01,4.775573e-02,4.448242e-02,4.935162e-02,1.686531e-02,1.109734e-04,2.526521e-07,-2.024229e-05,-9.098348e-05,5.957490e-04
6.830000e-01,4.777258e-02,4.449257e-02,4.937481e-02,1.683221e-02,1.109734e-04,2.521532e-07,-2.020970e-05,-9.101558e-05,5.945798e-04
6.840000e-01,4.778939e-02,4.450269e-02,4.939797e-02,1.679920e-02,1.109734e-04,2.516557e-07,-2.017716e-05,-9.104761e-05,5.934138e-04
6.850000e-01,4.780618e-02,4.451278e-02,4.942109e-02,1.676628e-02,1.109734e-04,2.511595e-07,-2.014469e-05,-9.107959e-05,5.922508e-04
6.860000e-01,4.782293e-02,4.452285e-02,4.944418e-02,1.673345e-02,1.109734e-04,2.506647e-07,-2.011229e-05,-9.111150e-05,5.910910e-04
6.870000e-01,4.783964e-02,4.453289e-02,4.946723e-02,1.670070e-02,1.109734e-04,2.501712e-07,-2.007995e-05,-9.114335e-05,5.899343e-04
6.880000e-01,4.785633e-02,4.454290e-02,4.949025e-02,1.666804e-02,1.109734e-04,2.496790e-07,-2.004767e-05,-9.117513e-05,5.887806e-04
6.890000e-01,4.787298e-02,4.455288e-02,4.951324e-02,1.663547e-02,1.109734e-04,2.491881e-07,-2.001545e-05,-9.120686e-05,5.876300e-04
6.900000e-01,4.788960e-02,4.456283e-02,4.953619e-02,1.660298e-02,1.109734e-04,2.486986e-07,-1.998330e-05,-9.123852e-05,5.864825e-04
6.910000e-01,4.790618e-02,4.457276e-02,4.955911e-02,1.657059e-02,1.109734e-04,2.482103e-07,-1.995121e-05,-9.127012e-05,5.853380e-04
6.920000e-01,4.792274e-02,4.458266e-02,4.958200e-02,1.653827e-02,1.109734e-04,2.477234e-07,-1.991919e-05,-9.130166e-05,5.841966e-04
6.930000e-01,4.793926e-02,4.459253e-02,4.960486e-02,1.650604e-02,1.109734e-04,2.472378e-07,-1.988722e-05,-9.133314e-05,5.830581e-04
6.940000e-01,4.795575e-02,4.460238e-02,4.962768e-02,1.647390e-02,1.109734e-04,2.467535e-07,-1.985532e-05,-9.136456e-05,5.819227e-04
6.950000e-01,4.797221e-02,4.461219e-02,4.965047e-02,1.644184e-02,1.109734e-04,2.462704e-07,-1.982349e-05,-9.139591e-05,5.807903e-04
6.960000e-01,4.798864e-02,4.462199e-02,4.967322e-02,1.640987e-02,1.109734e-04,2.457887e-07,-1.979171e-05,-9.142720e-05,5.796609e-04
6.970000e-01,4.800503e-02,4.463175e-02,4.969595e-02,1.637798e-02,1.109734e-04,2.453082e-07,-1.976000e-05,-9.145844e-05,5.785344e-04
6.980000e-01,4.802139e-02,4.464149e-02,4.971864e-02,1.634617e-02,1.109734e-04,2.448290e-07,-1.972835e-05,-9.148961e-05,5.774109e-04
6.990000e-01,4.803772e-02,4.465120e-02,4.974130e-02,1.631445e-02,1.109734e-04,2.443511e-07,-1.969676e-05,-9.152072e-05,5.762904e-04
7.000000e-01,4.805402e-02,4.466088e-02,4.976392e-02,1.628281e-02,1.109734e-04,2.438744e-07,-1.966523e-05,-9.155178e-05,5.751728e-04
7.010000e-01,4.807029e-02,4.467054e-02,4.978652e-02,1.625126e-02,1.109734e-04,2.433990e-07,-1.963376e-05,-9.158277e-05,5.740581e-04
7.020000e-01,4.808652e-02,4.468017e-02,4.980908e-02,1.621978e-02,1.109734e-04,2.429249e-07,-1.960236e-05,-9.161370e-05,5.729464e-04
7.030000e-01,4.810273e-02,4.468978e-02,4.983161e-02,1.618839e-02,1.109734e-04,2.424520e-07,-1.957101e-05,-9.164457e-05,5.718375e-04
7.040000e-01,4.811890e-02,4.469936e-02,4.985410e-02,1.615709e-02,1.109734e-04,2.419804e-07,-1.953973e-05,-9.167538e-05,5.707316e-04
7.050000e-01,4.813504e-02,4.470891e-02,4.987657e-02,1.612586e-02,1.109734e-04,2.415100e-07,-1.950851e-05,-9.170613e-05,5.696285e-04
7.060000e-01,4.815115e-02,4.471844e-02,4.989900e-02,1.609471e-02,1.109734e-04,2.410409e-07,-1.947735e-05,-9.173683e-05,5.685284e-04
7.070000e-01,4.816723e-02,4.472794e-02,4.992140e-02,1.606365e-02,1.109734e-04,2.405729e-07,-1.944625e-05,-9.176746e-05,5.674311e-04
7.080000e-01,4.818328e-02,4.473741e-02,4.994377e-02,1.603267e-02,1.109734e-04,2.401063e-07,-1.941520e-05,-9.179804e-05,5.663366e-04
7.090000e-01,4.819930e-02,4.474686e-02,4.996611e-02,1.600176e-02,1.109734e-04,2.396408e-07,-1.938422e-05,-9.182855e-05,5.652450e-04
7.100000e-01,4.821528e-02,4.475628e-02,4.998841e-02,1.597094e-02,1.109734e-04,2.391766e-07,-1.935330e-05,-9.185901e-05,5.641563e-04
7.110000e-01,4.823124e-02,4.476568e-02,5.001068e-02,1.594020e-02,1.109734e-04,2.387135e-07,-1.932244e-05,-9.188941e-05,5.630703e-04
7.120000e-01,4.824716e-02,4.477505e-02,5.003293e-02,1.590954e-02,1.109734e-04,2.382517e-07,-1.929164e-05,-9.191975e-05,5.619872e-04
7.130000e-01,4.826306e-02,4.478440e-02,5.005514e-02,1.587895e-02,1.109734e-04,2.377911e-07,-1.926090e-05,-9.195003e-05,5.609069e-04
7.140000e-01,4.827892e-02,4.479372e-02,5.007731e-02,1.584845e-02,1.109734e-04,2.373317e-07,-1.923022e-05,-9.198025e-05,5.598294e-04
7.150000e-01,4.829475e-02,4.480301e-02,5.009946e-02,1.581802e-02,1.109734e-04,2.368735e-07,-1.919960e-05,-9.201042e-05,5.587546e-04
7.160000e-01,4.831056e-02,4.481228e-02,5.012158e-02,1.578768e-02,1.109734e-04,2.364165e-07,-1.916903e-05,-9.204052e-05,5.576827e-04
7.170000e-01,4.832633e-02,4.482153e-02,5.014366e-02,1.575741e-02,1.109734e-04,2.359607e-07,-1.913853e-05,-9.207057e-05,5.566135e-04
